,PLAYER,TEAM,GP,W,L,MIN,Touches,Post Ups,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
11,Alex Caruso,CHI,58,26,32,24.0,44.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Alex Len,SAC,18,12,6,3.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Alize Johnson,SAS,4,1,3,7.4,11.5,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,65,14,51,28.5,55.0,4.3,0.9,1.7,54.5,0.4,0.5,71.9,2.2,50.7,1.7,39.7,0.4,9.2,0.3,6.0,0.2,5.7
16,Amir Coffey,LAC,45,23,22,13.2,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,57,26,31,12.8,17.6,0.4,0.1,0.2,55.6,0.0,0.1,33.3,0.2,52.2,0.2,39.1,0.0,4.3,0.0,4.3,0.1,13.0
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,64,29,35,27.1,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,0.0,33.3,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,1.7,0.4,0.8,59.3,0.1,0.2,66.7,1.0,58.1,0.8,43.5,0.2,12.9,0.0,1.6,0.1,4.8
21,Anfernee Simons,POR,62,27,35,35.0,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Anthony Davis,LAL,46,23,23,33.6,67.7,4.9,1.3,2.6,50.0,1.0,1.3,82.8,3.7,74.8,1.2,24.3,0.2,4.9,0.2,4.4,0.6,12.8
23,Anthony Edwards,MIN,71,35,36,36.0,71.5,0.6,0.2,0.3,52.4,0.1,0.1,50.0,0.4,67.4,0.2,30.2,0.1,9.3,0.0,7.0,0.1,9.3
24,Anthony Gill,WAS,48,18,30,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
25,Anthony Lamb,GSW,51,27,24,20.0,34.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,94.4,0.1,22.2,0.0,0.0,0.0,0.0
26,Austin Reaves,LAL,54,27,27,27.8,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Austin Rivers,MIN,51,24,27,19.9,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,67,32,35,26.9,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Bam Adebayo,MIA,68,36,32,35.1,63.2,2.7,0.7,1.4,52.7,0.3,0.3,82.6,1.7,64.1,0.8,29.9,0.2,7.1,0.2,7.6,0.2,6.5
30,Ben Simmons,BKN,42,24,18,26.3,61.4,1.1,0.2,0.5,50.0,0.0,0.0,0.0,0.5,44.4,0.5,48.9,0.2,22.2,0.0,2.2,0.0,2.2
31,Bennedict Mathurin,IND,67,30,37,27.8,41.0,0.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,28.6,0.0,14.3,0.0,0.0,0.0,0.0,0.0,14.3
32,Bismack Biyombo,PHX,51,26,25,13.6,22.4,0.9,0.2,0.5,34.8,0.0,0.1,16.7,0.3,37.8,0.2,22.2,0.0,0.0,0.1,11.1,0.1,6.7
33,Blake Griffin,BOS,34,21,13,14.3,20.8,0.4,0.1,0.1,60.0,0.0,0.1,50.0,0.2,57.1,0.1,35.7,0.0,0.0,0.0,7.1,0.0,7.1
34,Blake Wesley,SAS,25,6,19,17.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Boban Marjanovic,HOU,25,4,21,4.7,6.4,1.4,0.6,1.0,60.0,0.0,0.1,50.0,1.4,100.0,0.2,14.3,0.0,0.0,0.1,8.6,0.0,2.9
36,Bobby Portis,MIL,60,40,20,26.0,49.5,3.1,0.9,1.7,51.0,0.1,0.2,80.0,1.9,62.8,0.9,30.1,0.2,4.9,0.1,3.8,0.1,2.7
37,Bogdan Bogdanovic,ATL,45,22,23,28.3,41.3,0.1,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Bojan Bogdanovic,DET,58,15,43,32.0,46.6,1.0,0.2,0.5,33.3,0.2,0.2,100.0,0.5,48.3,0.3,25.0,0.0,1.7,0.1,13.3,0.1,8.3
39,Bol Bol,ORL,67,26,41,21.4,22.6,0.1,0.0,0.1,40.0,0.0,0.0,100.0,0.1,60.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,10.0
40,Bones Hyland,LAC,47,30,17,19.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Bradley Beal,WAS,49,24,25,33.5,67.8,0.6,0.1,0.3,50.0,0.0,0.0,0.0,0.3,45.2,0.2,29.0,0.0,3.2,0.1,12.9,0.0,0.0
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.1,0.0,0.1,33.3,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Brandon Clarke,MEM,56,32,24,19.5,28.5,0.2,0.0,0.1,25.0,0.0,0.0,100.0,0.1,44.4,0.0,22.2,0.0,22.2,0.0,0.0,0.0,11.1
44,Brandon Ingram,NOP,34,15,19,33.2,64.9,1.6,0.6,1.0,55.9,0.1,0.1,100.0,1.3,76.8,0.4,26.8,0.0,0.0,0.0,0.0,0.1,3.6
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,69,50,19,30.7,34.6,1.8,0.7,1.1,62.3,0.3,0.4,85.7,1.8,100.0,0.2,11.9,0.0,2.4,0.2,8.7,0.2,11.1
47,Bruce Brown,DEN,71,48,23,28.1,50.7,0.1,0.0,0.0,100.0,0.0,0.0,100.0,0.1,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,25.0
48,Bruno Fernando,ATL,34,10,24,10.9,19.5,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,66.7,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,36,11,25,14.8,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Buddy Boeheim,DET,6,1,5,10.9,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,71,32,39,31.7,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,CJ McCollum,NOP,64,30,34,35.2,75.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.4,0.1,0.1,100.0,0.0,0.0,0.0,0.3,60.0,0.3,60.0,0.0,0.0,0.1,20.0,0.0,0.0
55,Caleb Houstan,ORL,42,15,27,15.1,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Caleb Martin,MIA,62,33,29,29.8,39.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
57,Cam Reddish,POR,36,13,23,25.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Cam Thomas,BKN,52,28,24,16.6,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Cameron Johnson,BKN,32,19,13,28.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Cameron Payne,PHX,39,21,18,21.4,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,67,40,27,30.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,33.3,0.0,0.0
62,Carlik Jones,CHI,1,0,1,21.7,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,68,42,26,20.6,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Charles Bassey,SAS,35,9,26,14.5,24.9,0.4,0.1,0.2,50.0,0.1,0.2,66.7,0.3,76.9,0.1,15.4,0.0,0.0,0.1,15.4,0.1,23.1
65,Chima Moneke,SAC,2,1,1,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,57,36,21,10.9,15.9,0.3,0.1,0.2,50.0,0.0,0.0,50.0,0.2,66.7,0.1,22.2,0.0,0.0,0.1,16.7,0.0,5.6
67,Chris Boucher,TOR,66,33,33,19.8,23.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
68,Chris Duarte,IND,45,19,26,19.8,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Chris Paul,PHX,50,26,24,32.1,74.5,0.2,0.0,0.1,33.3,0.0,0.0,100.0,0.1,36.4,0.1,54.5,0.0,9.1,0.0,9.1,0.0,9.1
70,Chris Silva,DAL,1,1,0,3.0,4.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,66,44,22,14.5,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Christian Koloko,TOR,49,24,25,14.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Christian Wood,DAL,58,31,27,26.7,47.3,2.1,0.7,1.1,62.3,0.3,0.3,80.0,1.6,74.8,0.6,26.0,0.1,4.1,0.3,12.2,0.2,8.1
74,Chuma Okeke,ORL,22,6,16,18.8,22.2,0.0,0.0,0.0,0.0,0.0,0.1,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
75,Clint Capela,ATL,55,29,26,26.6,36.6,0.5,0.1,0.3,38.9,0.0,0.1,33.3,0.3,57.1,0.1,21.4,0.0,3.6,0.0,0.0,0.1,10.7
76,Coby White,CHI,61,29,32,22.6,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,10,4,6,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Cole Anthony,ORL,52,23,29,25.5,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Corey Kispert,WAS,63,28,35,27.5,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Cory Joseph,DET,53,11,42,18.3,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,64,33,31,32.5,81.0,0.2,0.0,0.1,50.0,0.0,0.0,100.0,0.1,80.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,10.0
85,Daishen Nix,HOU,47,12,35,16.7,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Dalano Banton,TOR,27,14,13,9.3,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Dalen Terry,CHI,27,13,14,5.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Damian Jones,UTA,31,10,21,9.8,10.2,0.1,0.0,0.0,0.0,0.1,0.1,100.0,0.1,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0
89,Damian Lillard,POR,57,26,31,36.4,88.0,0.1,0.0,0.1,50.0,0.1,0.1,75.0,0.1,100.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,28.6
90,Damion Lee,PHX,70,38,32,20.7,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Daniel Gafford,WAS,69,30,39,19.7,28.0,0.4,0.1,0.2,42.9,0.1,0.1,50.0,0.3,66.7,0.1,25.9,0.0,3.7,0.0,7.4,0.1,14.8
92,Daniel Theis,IND,7,1,6,15.5,23.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Danny Green,CLE,9,5,4,9.8,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,46,32,14,14.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Dario Saric,OKC,52,25,27,14.3,23.9,0.6,0.1,0.3,43.8,0.1,0.1,100.0,0.4,66.7,0.1,20.0,0.0,6.7,0.1,13.3,0.0,6.7
96,Darius Bazley,PHX,39,18,21,14.9,23.0,0.2,0.0,0.1,0.0,0.1,0.1,75.0,0.1,42.9,0.1,28.6,0.0,0.0,0.0,0.0,0.1,28.6
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,62,35,27,35.2,76.9,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,David Duke Jr.,BKN,18,7,11,9.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,David Roddy,MEM,58,36,22,16.9,19.5,0.1,0.0,0.0,100.0,0.0,0.0,50.0,0.1,166.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3
101,Davion Mitchell,SAC,69,42,27,17.9,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Davis Bertans,DAL,39,19,20,10.7,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,40,26,14,8.4,15.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0
104,Day'Ron Sharpe,BKN,37,16,21,11.1,17.8,0.4,0.0,0.2,12.5,0.0,0.1,50.0,0.1,23.1,0.1,30.8,0.0,0.0,0.0,0.0,0.0,7.7
105,De'Aaron Fox,SAC,63,40,23,34.0,79.4,0.1,0.0,0.0,66.7,0.0,0.0,0.0,0.1,66.7,0.0,33.3,0.0,16.7,0.0,0.0,0.0,0.0
106,De'Andre Hunter,ATL,61,33,28,32.0,38.3,0.5,0.2,0.3,64.7,0.1,0.2,66.7,0.5,100.0,0.0,9.7,0.0,0.0,0.0,9.7,0.1,19.4
107,De'Anthony Melton,PHI,67,46,21,27.8,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,DeAndre Jordan,DEN,35,22,13,14.3,18.7,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,57.1,0.1,42.9,0.0,14.3,0.0,14.3,0.0,0.0
109,DeMar DeRozan,CHI,63,31,32,36.6,61.0,2.7,0.9,1.3,63.5,0.3,0.4,87.0,2.2,80.1,1.1,40.4,0.2,7.6,0.0,1.8,0.2,7.0
110,Dean Wade,CLE,39,27,12,19.9,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
111,Deandre Ayton,PHX,61,30,31,30.4,52.7,4.1,1.3,2.5,52.3,0.3,0.3,85.0,3.0,71.7,1.0,24.3,0.2,5.6,0.2,4.8,0.2,4.0
112,Dejounte Murray,ATL,66,33,33,36.4,72.5,0.1,0.0,0.0,33.3,0.0,0.0,50.0,0.0,37.5,0.1,50.0,0.0,0.0,0.0,0.0,0.0,12.5
113,Delon Wright,WAS,42,23,19,24.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Deni Avdija,WAS,69,31,38,25.9,42.1,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,0.1,66.7,0.0,16.7,0.0,16.7,0.0,0.0
115,Dennis Schroder,LAL,59,31,28,30.0,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dennis Smith Jr.,CHA,50,16,34,25.7,52.3,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Jones Jr.,CHI,52,22,30,13.5,17.8,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.7,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
120,Derrick Rose,NYK,27,12,15,12.5,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Derrick White,BOS,72,49,23,28.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Desmond Bane,MEM,48,30,18,31.2,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Devin Booker,PHX,44,27,17,34.5,63.9,1.2,0.4,0.6,63.0,0.1,0.1,100.0,1.0,79.2,0.4,32.1,0.0,3.8,0.0,3.8,0.1,5.7
124,Devin Vassell,SAS,36,12,24,31.2,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Devon Dotson,WAS,6,1,5,8.9,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Devonte' Graham,SAS,66,30,36,17.8,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Dewayne Dedmon,PHI,33,20,13,11.0,18.7,0.5,0.2,0.4,46.2,0.1,0.1,50.0,0.4,77.8,0.1,11.1,0.0,0.0,0.0,5.6,0.1,11.1
128,Dillon Brooks,MEM,64,40,24,30.5,41.3,0.2,0.0,0.1,60.0,0.0,0.0,100.0,0.1,66.7,0.1,41.7,0.0,25.0,0.0,8.3,0.0,8.3
129,Domantas Sabonis,SAC,68,42,26,34.7,83.3,4.6,0.9,1.6,57.5,0.4,0.5,75.8,2.2,47.0,2.3,49.2,0.6,14.1,0.3,6.7,0.2,5.1
130,Dominick Barlow,SAS,17,2,15,11.7,12.9,0.1,0.1,0.1,100.0,0.0,0.0,0.0,0.1,100.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Donovan Mitchell,CLE,61,39,22,35.5,68.3,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
132,Donte DiVincenzo,GSW,61,33,28,26.7,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Dorian Finney-Smith,BKN,57,26,31,31.2,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Doug McDermott,SAS,58,18,40,20.7,28.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Draymond Green,GSW,62,32,30,31.5,72.6,1.3,0.1,0.1,44.4,0.0,0.0,0.0,0.1,10.1,1.0,78.5,0.3,22.8,0.1,5.1,0.0,0.0
136,Drew Eubanks,POR,69,29,40,19.7,26.4,0.3,0.1,0.1,60.0,0.0,0.0,0.0,0.2,60.0,0.1,40.0,0.0,15.0,0.0,0.0,0.0,0.0
137,Dru Smith,BKN,10,4,6,12.4,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Duane Washington Jr.,NYK,31,17,14,12.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Duncan Robinson,MIA,35,16,19,16.5,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Dwight Powell,DAL,66,35,31,20.0,26.0,0.1,0.0,0.0,66.7,0.0,0.0,100.0,0.1,85.7,0.0,28.6,0.0,0.0,0.0,0.0,0.0,14.3
141,Dylan Windler,CLE,2,2,0,4.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,49,25,24,18.6,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
