,PLAYER,TEAM,GP,W,L,MIN,Touches,Post Ups,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,PASS,PASS%,AST,AST%,TO,TOV%,PF,PF%
14,Alondes Williams,BKN,1,1,0,5.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,63,13,50,28.3,54.4,4.4,1.0,1.7,55.6,0.4,0.5,71.9,2.3,51.4,1.8,39.9,0.4,9.4,0.3,6.1,0.3,5.8
16,Amir Coffey,LAC,45,23,22,13.2,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Andre Drummond,CHI,55,24,31,12.9,17.9,0.4,0.1,0.2,55.6,0.0,0.1,33.3,0.2,52.2,0.2,39.1,0.0,4.3,0.0,4.3,0.1,13.0
18,Andre Iguodala,GSW,7,2,5,13.5,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Andrew Nembhard,IND,62,28,34,26.9,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,33.3,0.0,33.3,0.0,0.0
20,Andrew Wiggins,GSW,36,18,18,32.3,46.2,1.7,0.4,0.8,59.3,0.1,0.2,66.7,1.0,58.1,0.8,43.5,0.2,12.9,0.0,1.6,0.1,4.8
21,Anfernee Simons,POR,60,27,33,35.0,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Anthony Davis,LAL,44,22,22,33.5,68.0,5.0,1.3,2.7,50.0,1.1,1.3,82.8,3.8,75.2,1.2,23.9,0.3,5.0,0.2,4.5,0.7,13.1
23,Anthony Edwards,MIN,70,35,35,36.4,72.4,0.6,0.2,0.3,52.4,0.1,0.1,50.0,0.4,67.4,0.2,30.2,0.1,9.3,0.0,7.0,0.1,9.3
24,Anthony Gill,WAS,46,18,28,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
25,Anthony Lamb,GSW,49,27,22,20.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,94.4,0.1,22.2,0.0,0.0,0.0,0.0
26,Austin Reaves,LAL,52,26,26,27.6,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Austin Rivers,MIN,50,24,26,20.1,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Ayo Dosunmu,CHI,65,30,35,27.2,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Bam Adebayo,MIA,66,35,31,35.1,63.2,2.7,0.7,1.3,51.7,0.3,0.3,82.6,1.7,62.9,0.8,29.8,0.2,7.3,0.2,7.9,0.2,6.7
30,Ben Simmons,BKN,42,24,18,26.3,61.4,1.1,0.2,0.5,50.0,0.0,0.0,0.0,0.5,44.4,0.5,48.9,0.2,22.2,0.0,2.2,0.0,2.2
31,Bennedict Mathurin,IND,67,30,37,27.8,41.0,0.1,0.0,0.0,0.0,0.0,0.0,100.0,0.0,28.6,0.0,14.3,0.0,0.0,0.0,0.0,0.0,14.3
32,Bismack Biyombo,PHX,50,26,24,13.4,22.2,0.9,0.2,0.4,36.4,0.0,0.1,16.7,0.3,38.6,0.2,22.7,0.0,0.0,0.1,11.4,0.1,6.8
33,Blake Griffin,BOS,32,20,12,14.2,20.8,0.4,0.1,0.2,60.0,0.0,0.1,50.0,0.3,57.1,0.2,35.7,0.0,0.0,0.0,7.1,0.0,7.1
34,Blake Wesley,SAS,23,5,18,16.8,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Boban Marjanovic,HOU,24,3,21,4.8,6.5,1.5,0.6,1.0,60.0,0.0,0.1,50.0,1.5,100.0,0.2,14.3,0.0,0.0,0.1,8.6,0.0,2.9
36,Bobby Portis,MIL,58,39,19,25.9,49.9,3.1,0.9,1.8,51.0,0.1,0.2,80.0,2.0,63.5,0.9,29.8,0.2,5.0,0.1,3.9,0.1,2.8
37,Bogdan Bogdanovic,ATL,43,21,22,28.5,41.6,0.1,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Bojan Bogdanovic,DET,58,15,43,32.0,46.6,1.0,0.2,0.5,33.3,0.2,0.2,100.0,0.5,48.3,0.3,25.0,0.0,1.7,0.1,13.3,0.1,8.3
39,Bol Bol,ORL,64,25,39,22.0,23.2,0.2,0.0,0.1,40.0,0.0,0.0,100.0,0.1,60.0,0.0,30.0,0.0,20.0,0.0,0.0,0.0,10.0
40,Bones Hyland,LAC,47,30,17,19.0,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Bradley Beal,WAS,47,24,23,33.5,67.8,0.6,0.1,0.3,46.2,0.0,0.0,0.0,0.3,41.4,0.2,31.0,0.0,3.4,0.1,13.8,0.0,0.0
42,Brandon Boston Jr.,LAC,21,8,13,11.7,20.3,0.1,0.0,0.1,33.3,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Brandon Clarke,MEM,56,32,24,19.5,28.5,0.2,0.0,0.1,25.0,0.0,0.0,100.0,0.1,44.4,0.0,22.2,0.0,22.2,0.0,0.0,0.0,11.1
44,Brandon Ingram,NOP,32,14,18,32.9,64.4,1.6,0.5,1.0,51.6,0.1,0.1,100.0,1.2,72.5,0.4,25.5,0.0,0.0,0.0,0.0,0.1,3.9
45,Braxton Key,DET,3,0,3,3.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,68,49,19,30.7,34.6,1.8,0.7,1.1,61.8,0.4,0.4,85.7,1.8,99.2,0.2,12.0,0.0,2.4,0.2,8.8,0.2,11.2
47,Bruce Brown,DEN,68,46,22,28.2,51.1,0.1,0.0,0.0,100.0,0.0,0.0,100.0,0.1,100.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,25.0
48,Bruno Fernando,ATL,34,10,24,10.9,19.5,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,66.7,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,35,11,24,14.6,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Bryn Forbes,MIN,25,9,16,10.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Buddy Boeheim,DET,4,1,3,13.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,69,31,38,31.7,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,CJ McCollum,NOP,62,29,33,35.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
54,Cade Cunningham,DET,12,3,9,33.3,78.3,0.4,0.1,0.1,100.0,0.0,0.0,0.0,0.3,60.0,0.3,60.0,0.0,0.0,0.1,20.0,0.0,0.0
55,Caleb Houstan,ORL,40,14,26,15.1,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Caleb Martin,MIA,60,32,28,29.7,39.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
57,Cam Reddish,POR,34,13,21,25.1,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Cam Thomas,BKN,50,28,22,16.7,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Cameron Johnson,BKN,30,19,11,27.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Cameron Payne,PHX,37,20,17,21.7,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,66,39,27,30.1,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,33.3,0.0,0.0
62,Carlik Jones,CHI,1,0,1,21.7,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Cedi Osman,CLE,67,41,26,20.7,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Charles Bassey,SAS,35,9,26,14.5,24.9,0.4,0.1,0.2,50.0,0.1,0.2,66.7,0.3,76.9,0.1,15.4,0.0,0.0,0.1,15.4,0.1,23.1
65,Chima Moneke,SAC,2,1,1,4.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Chimezie Metu,SAC,55,34,21,11.0,16.1,0.3,0.1,0.2,44.4,0.0,0.0,50.0,0.2,62.5,0.1,18.8,0.0,0.0,0.1,18.8,0.0,6.3
67,Chris Boucher,TOR,63,31,32,20.0,23.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
68,Chris Duarte,IND,45,19,26,19.8,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Chris Paul,PHX,48,25,23,32.1,74.5,0.2,0.0,0.1,33.3,0.0,0.0,100.0,0.1,36.4,0.1,54.5,0.0,9.1,0.0,9.1,0.0,9.1
70,Chris Silva,DAL,1,1,0,3.0,4.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,63,42,21,14.4,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Christian Koloko,TOR,47,22,25,14.1,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Christian Wood,DAL,57,30,27,26.6,47.0,2.1,0.7,1.1,62.3,0.3,0.4,80.0,1.6,75.4,0.5,25.4,0.1,4.1,0.3,12.3,0.2,8.2
74,Chuma Okeke,ORL,22,6,16,18.8,22.2,0.0,0.0,0.0,0.0,0.0,0.1,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
75,Clint Capela,ATL,53,28,25,26.7,36.7,0.5,0.1,0.3,38.9,0.0,0.1,33.3,0.3,57.1,0.1,21.4,0.0,3.6,0.0,0.0,0.1,10.7
76,Coby White,CHI,59,27,32,22.5,35.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Cody Martin,CHA,7,2,5,19.1,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Cody Zeller,MIA,10,4,6,13.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Cole Anthony,ORL,49,22,27,25.3,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Cole Swider,LAL,6,1,5,6.7,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Collin Sexton,UTA,47,24,23,24.0,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Corey Kispert,WAS,61,28,33,27.5,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Cory Joseph,DET,51,11,40,17.9,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
84,D'Angelo Russell,LAL,62,32,30,32.4,81.1,0.2,0.0,0.1,50.0,0.0,0.0,100.0,0.1,80.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,10.0
85,Daishen Nix,HOU,47,12,35,16.7,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Dalano Banton,TOR,27,14,13,9.3,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Dalen Terry,CHI,27,13,14,5.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Damian Jones,UTA,30,9,21,9.8,10.3,0.1,0.0,0.0,0.0,0.1,0.1,100.0,0.1,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0
89,Damian Lillard,POR,55,26,29,36.3,88.1,0.1,0.0,0.1,50.0,0.1,0.1,75.0,0.1,100.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,28.6
90,Damion Lee,PHX,68,37,31,21.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Daniel Gafford,WAS,67,30,37,19.8,27.9,0.4,0.1,0.2,46.2,0.1,0.1,50.0,0.3,69.2,0.1,26.9,0.0,3.8,0.0,7.7,0.1,15.4
92,Daniel Theis,IND,7,1,6,15.5,23.7,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Danny Green,CLE,8,4,4,10.5,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Danuel House Jr.,PHI,44,30,14,14.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Dario Saric,OKC,50,24,26,14.4,23.9,0.6,0.1,0.3,43.8,0.1,0.1,100.0,0.4,66.7,0.1,20.0,0.0,6.7,0.1,13.3,0.0,6.7
96,Darius Bazley,PHX,38,18,20,15.1,23.3,0.2,0.0,0.1,0.0,0.1,0.1,75.0,0.1,42.9,0.1,28.6,0.0,0.0,0.0,0.0,0.1,28.6
97,Darius Days,HOU,4,0,4,6.2,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Darius Garland,CLE,61,34,27,35.2,77.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,David Duke Jr.,BKN,18,7,11,9.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,David Roddy,MEM,56,34,22,16.9,19.5,0.1,0.0,0.0,100.0,0.0,0.0,50.0,0.1,166.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3
101,Davion Mitchell,SAC,67,40,27,18.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Davis Bertans,DAL,38,18,20,10.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Davon Reed,LAL,40,26,14,8.4,15.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,66.7,0.0,0.0,0.0,0.0,0.0,0.0
104,Day'Ron Sharpe,BKN,36,16,20,11.2,18.0,0.4,0.0,0.2,12.5,0.0,0.1,50.0,0.1,23.1,0.1,30.8,0.0,0.0,0.0,0.0,0.0,7.7
105,De'Aaron Fox,SAC,61,38,23,34.1,79.9,0.1,0.0,0.0,66.7,0.0,0.0,0.0,0.1,66.7,0.0,33.3,0.0,16.7,0.0,0.0,0.0,0.0
106,De'Andre Hunter,ATL,59,32,27,32.0,38.5,0.5,0.2,0.3,64.7,0.1,0.2,70.0,0.5,100.0,0.1,10.0,0.0,0.0,0.1,10.0,0.1,16.7
107,De'Anthony Melton,PHI,65,44,21,27.9,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,DeAndre Jordan,DEN,35,22,13,14.3,18.7,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,57.1,0.1,42.9,0.0,14.3,0.0,14.3,0.0,0.0
109,DeMar DeRozan,CHI,61,29,32,36.3,60.5,2.7,0.9,1.4,63.5,0.3,0.4,87.0,2.2,82.0,1.1,38.9,0.2,7.2,0.0,1.8,0.2,7.2
110,Dean Wade,CLE,38,26,12,20.3,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0
111,Deandre Ayton,PHX,60,29,31,30.4,52.9,4.2,1.4,2.6,52.3,0.3,0.3,85.0,3.0,71.7,1.0,24.3,0.2,5.6,0.2,4.8,0.2,4.0
112,Dejounte Murray,ATL,64,32,32,36.4,72.5,0.1,0.0,0.0,33.3,0.0,0.0,50.0,0.0,42.9,0.0,42.9,0.0,0.0,0.0,0.0,0.0,14.3
113,Delon Wright,WAS,40,23,17,24.2,46.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Deni Avdija,WAS,67,31,36,25.9,42.3,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,0.1,66.7,0.0,16.7,0.0,16.7,0.0,0.0
115,Dennis Schroder,LAL,57,30,27,30.1,54.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dennis Smith Jr.,CHA,49,16,33,25.6,51.8,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2,3,2.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Derrick Jones Jr.,CHI,50,20,30,14.0,18.4,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.7,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0
120,Derrick Rose,NYK,27,12,15,12.5,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Derrick White,BOS,70,48,22,28.0,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Desmond Bane,MEM,46,28,18,31.0,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Devin Booker,PHX,42,26,16,34.4,63.8,1.3,0.4,0.6,63.0,0.1,0.1,100.0,1.0,79.2,0.4,32.1,0.0,3.8,0.0,3.8,0.1,5.7
124,Devin Vassell,SAS,34,11,23,31.0,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Devon Dotson,WAS,6,1,5,8.9,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Devonte' Graham,SAS,66,30,36,17.8,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Dewayne Dedmon,PHI,31,18,13,11.4,19.4,0.5,0.2,0.4,41.7,0.1,0.1,100.0,0.4,75.0,0.1,12.5,0.0,0.0,0.0,6.3,0.0,6.3
128,Dillon Brooks,MEM,62,38,24,30.4,41.3,0.2,0.0,0.1,60.0,0.0,0.0,100.0,0.1,66.7,0.1,41.7,0.0,25.0,0.0,8.3,0.0,8.3
129,Domantas Sabonis,SAC,66,40,26,34.7,83.0,4.5,0.9,1.6,56.3,0.4,0.5,77.4,2.1,47.0,2.2,48.3,0.6,14.2,0.3,6.8,0.2,5.1
130,Dominick Barlow,SAS,16,2,14,11.7,13.0,0.1,0.1,0.1,100.0,0.0,0.0,0.0,0.1,100.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Donovan Mitchell,CLE,60,38,22,35.7,68.7,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
132,Donte DiVincenzo,GSW,59,33,26,26.6,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Dorian Finney-Smith,BKN,55,26,29,31.5,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Doug McDermott,SAS,58,18,40,20.7,28.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Draymond Green,GSW,61,32,29,31.5,72.7,1.3,0.1,0.1,44.4,0.0,0.0,0.0,0.1,10.3,1.0,78.2,0.3,23.1,0.1,5.1,0.0,0.0
136,Drew Eubanks,POR,67,29,38,19.7,26.4,0.3,0.1,0.1,55.6,0.0,0.0,0.0,0.1,52.6,0.1,42.1,0.0,15.8,0.0,0.0,0.0,0.0
137,Dru Smith,BKN,10,4,6,12.4,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Duane Washington Jr.,NYK,31,17,14,12.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Duncan Robinson,MIA,34,16,18,16.9,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Dwight Powell,DAL,65,34,31,20.0,25.7,0.1,0.0,0.0,66.7,0.0,0.0,100.0,0.1,85.7,0.0,28.6,0.0,0.0,0.0,0.0,0.0,14.3
141,Dylan Windler,CLE,1,1,0,4.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Dyson Daniels,NOP,47,24,23,19.1,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
