trad_player,player_points_percentage,player_rebounds_percentage,player_assists_percentage,player_turnovers_percentage,player_steals_percentage,player_free_throws_attempted_percentage,player_field_goal_attepted_percentage,player_points_percentage_per_min,player_rebounds_percentage_per_min,player_assists_percentage_per_min,player_turnovers_percentage_per_min,player_steals_percentage_per_min,player_points_percentage_percentile,player_rebounds_percentage_percentile,player_assists_percentage_percentile,player_turnovers_percentage_percentile,player_steals_percentage_percentile,player_free_throws_attempted_percentage_percentile,player_field_goal_attepted_percentage_percentile,player_points_percentage_per_min_percentile,player_rebounds_percentage_per_min_percentile,player_assists_percentage_per_min_percentile,player_turnovers_percentage_per_min_percentile,player_steals_percentage_per_min_percentile
Gordon Hayward,0.13,0.1,0.16,0.15,0.11,0.13,0.13,0.41,0.31,0.49,0.47,0.36,0.82,0.72,0.85,0.86,0.72,0.83,0.82,0.71,0.37,0.75,0.7,0.45
Dillon Brooks,0.13,0.07,0.1,0.11,0.1,0.09,0.15,0.41,0.23,0.33,0.37,0.33,0.82,0.51,0.73,0.77,0.66,0.7,0.86,0.71,0.15,0.57,0.47,0.38
Brook Lopez,0.13,0.13,0.05,0.1,0.08,0.11,0.13,0.44,0.43,0.16,0.33,0.27,0.82,0.84,0.47,0.72,0.53,0.78,0.82,0.76,0.63,0.17,0.39,0.26
Jonas Valanciunas,0.13,0.23,0.06,0.14,0.03,0.12,0.12,0.49,0.9,0.26,0.67,0.1,0.82,0.98,0.55,0.84,0.18,0.8,0.79,0.84,0.98,0.42,0.92,0.08
Jarrett Allen,0.13,0.24,0.07,0.11,0.1,0.14,0.11,0.38,0.72,0.21,0.33,0.32,0.82,0.99,0.61,0.77,0.66,0.85,0.76,0.64,0.9,0.3,0.39,0.36
Markelle Fultz,0.13,0.1,0.23,0.18,0.19,0.1,0.13,0.41,0.32,0.78,0.61,0.63,0.82,0.72,0.95,0.91,0.96,0.74,0.82,0.71,0.4,0.94,0.87,0.89
Alperen Sengun,0.13,0.19,0.17,0.16,0.13,0.15,0.12,0.47,0.67,0.57,0.57,0.45,0.82,0.94,0.87,0.88,0.82,0.86,0.79,0.82,0.88,0.83,0.83,0.67
Kevin Huerter,0.13,0.08,0.1,0.09,0.15,0.07,0.13,0.42,0.25,0.35,0.32,0.49,0.82,0.58,0.73,0.67,0.9,0.6,0.82,0.73,0.19,0.6,0.36,0.74
De'Andre Hunter,0.13,0.1,0.06,0.1,0.07,0.15,0.13,0.42,0.3,0.18,0.32,0.21,0.82,0.72,0.55,0.72,0.46,0.86,0.82,0.73,0.34,0.21,0.36,0.15
Tobias Harris,0.13,0.14,0.1,0.1,0.12,0.07,0.14,0.38,0.43,0.3,0.3,0.36,0.82,0.87,0.73,0.72,0.78,0.6,0.84,0.64,0.63,0.5,0.32,0.45
P.J. Washington,0.13,0.11,0.1,0.12,0.11,0.1,0.14,0.41,0.33,0.29,0.37,0.32,0.82,0.77,0.73,0.8,0.72,0.74,0.84,0.71,0.43,0.48,0.47,0.36
Russell Westbrook,0.13,0.13,0.29,0.27,0.14,0.17,0.15,0.45,0.47,0.99,0.94,0.51,0.82,0.84,0.98,0.99,0.86,0.89,0.86,0.78,0.69,0.99,0.98,0.78
Rudy Gobert,0.12,0.27,0.04,0.11,0.11,0.21,0.09,0.39,0.89,0.14,0.35,0.33,0.8,1.0,0.38,0.77,0.72,0.92,0.68,0.67,0.98,0.13,0.44,0.38
Jusuf Nurkic,0.12,0.21,0.12,0.16,0.11,0.15,0.11,0.42,0.79,0.47,0.69,0.43,0.8,0.96,0.79,0.88,0.72,0.86,0.76,0.73,0.94,0.74,0.93,0.63
Harrison Barnes,0.12,0.11,0.06,0.08,0.08,0.19,0.11,0.37,0.35,0.18,0.25,0.26,0.8,0.77,0.55,0.62,0.53,0.91,0.76,0.62,0.49,0.21,0.23,0.24
Collin Sexton,0.12,0.05,0.11,0.12,0.09,0.18,0.11,0.5,0.2,0.45,0.53,0.37,0.8,0.33,0.76,0.8,0.6,0.9,0.76,0.85,0.08,0.71,0.78,0.48
Tim Hardaway Jr.,0.12,0.09,0.08,0.07,0.12,0.09,0.14,0.41,0.3,0.28,0.25,0.4,0.8,0.65,0.66,0.55,0.78,0.7,0.84,0.71,0.34,0.46,0.23,0.55
Malcolm Brogdon,0.12,0.1,0.14,0.12,0.09,0.12,0.12,0.47,0.38,0.54,0.51,0.37,0.8,0.72,0.83,0.8,0.6,0.8,0.79,0.82,0.54,0.8,0.76,0.48
Saddiq Bey,0.12,0.11,0.06,0.07,0.12,0.13,0.12,0.42,0.39,0.22,0.24,0.4,0.8,0.77,0.55,0.55,0.78,0.83,0.79,0.73,0.56,0.32,0.21,0.55
Chris Paul,0.12,0.1,0.33,0.15,0.22,0.13,0.13,0.37,0.3,1.01,0.48,0.72,0.8,0.72,0.99,0.86,0.99,0.83,0.82,0.62,0.34,0.99,0.71,0.93
Luguentz Dort,0.12,0.1,0.1,0.1,0.12,0.15,0.13,0.38,0.32,0.32,0.32,0.39,0.8,0.72,0.73,0.72,0.78,0.86,0.82,0.64,0.4,0.55,0.36,0.53
Bogdan Bogdanovic,0.12,0.07,0.11,0.1,0.13,0.05,0.13,0.4,0.25,0.39,0.37,0.42,0.8,0.51,0.76,0.72,0.82,0.48,0.82,0.68,0.19,0.64,0.47,0.6
Bobby Portis,0.12,0.2,0.06,0.09,0.06,0.08,0.13,0.47,0.77,0.23,0.33,0.23,0.8,0.95,0.55,0.67,0.38,0.65,0.82,0.82,0.93,0.34,0.39,0.19
Khris Middleton,0.12,0.08,0.19,0.17,0.11,0.13,0.13,0.48,0.35,0.78,0.72,0.47,0.8,0.58,0.9,0.89,0.72,0.83,0.82,0.83,0.49,0.94,0.94,0.7
Trey Murphy III,0.12,0.09,0.05,0.06,0.14,0.08,0.11,0.38,0.28,0.19,0.19,0.45,0.8,0.65,0.47,0.47,0.86,0.65,0.76,0.64,0.28,0.24,0.14,0.67
Jakob Poeltl,0.11,0.22,0.11,0.12,0.12,0.12,0.1,0.43,0.82,0.39,0.47,0.46,0.77,0.97,0.76,0.8,0.78,0.8,0.72,0.75,0.95,0.64,0.7,0.68
Lonnie Walker IV,0.11,0.05,0.05,0.06,0.08,0.08,0.11,0.42,0.17,0.22,0.22,0.3,0.77,0.33,0.47,0.47,0.53,0.65,0.76,0.73,0.05,0.32,0.18,0.32
Nic Claxton,0.11,0.23,0.07,0.1,0.11,0.15,0.09,0.38,0.79,0.23,0.34,0.37,0.77,0.98,0.61,0.72,0.72,0.86,0.68,0.64,0.94,0.34,0.42,0.48
John Collins,0.11,0.15,0.05,0.1,0.08,0.1,0.11,0.36,0.5,0.16,0.33,0.28,0.77,0.9,0.47,0.72,0.53,0.74,0.76,0.58,0.73,0.17,0.39,0.28
Kenyon Martin Jr.,0.11,0.12,0.07,0.08,0.06,0.12,0.1,0.4,0.44,0.24,0.28,0.21,0.77,0.81,0.61,0.62,0.38,0.8,0.72,0.68,0.66,0.37,0.29,0.15
Kyle Lowry,0.11,0.11,0.22,0.15,0.14,0.12,0.11,0.33,0.33,0.66,0.46,0.41,0.77,0.77,0.93,0.86,0.86,0.8,0.76,0.49,0.43,0.89,0.68,0.58
Jalen Williams,0.11,0.1,0.13,0.13,0.16,0.11,0.11,0.37,0.34,0.43,0.46,0.51,0.77,0.72,0.81,0.82,0.92,0.78,0.76,0.62,0.46,0.69,0.68,0.78
Marvin Bagley III,0.11,0.15,0.04,0.07,0.07,0.1,0.1,0.45,0.66,0.14,0.31,0.26,0.77,0.9,0.38,0.55,0.46,0.74,0.72,0.78,0.87,0.13,0.34,0.24
Eric Gordon,0.11,0.04,0.12,0.1,0.09,0.1,0.11,0.37,0.15,0.39,0.32,0.29,0.77,0.25,0.79,0.72,0.6,0.74,0.76,0.62,0.04,0.64,0.36,0.3
Cole Anthony,0.11,0.11,0.17,0.11,0.09,0.12,0.12,0.44,0.41,0.67,0.44,0.37,0.77,0.77,0.87,0.77,0.6,0.8,0.79,0.76,0.6,0.9,0.64,0.48
Dennis Schroder,0.11,0.05,0.18,0.13,0.12,0.14,0.11,0.35,0.18,0.57,0.43,0.36,0.77,0.33,0.88,0.82,0.78,0.85,0.76,0.55,0.06,0.83,0.62,0.45
Malik Monk,0.11,0.06,0.14,0.14,0.09,0.12,0.12,0.48,0.28,0.66,0.66,0.43,0.77,0.42,0.83,0.84,0.6,0.8,0.79,0.83,0.28,0.89,0.91,0.63
Malik Beasley,0.11,0.08,0.06,0.08,0.12,0.03,0.14,0.41,0.31,0.23,0.29,0.48,0.77,0.58,0.55,0.62,0.78,0.3,0.84,0.71,0.37,0.34,0.3,0.72
Jabari Smith Jr.,0.11,0.16,0.06,0.1,0.07,0.1,0.13,0.37,0.5,0.18,0.33,0.21,0.77,0.91,0.55,0.72,0.46,0.74,0.82,0.62,0.73,0.21,0.39,0.15
Max Strus,0.11,0.08,0.09,0.07,0.07,0.06,0.12,0.36,0.28,0.31,0.23,0.26,0.77,0.58,0.69,0.55,0.46,0.55,0.79,0.58,0.28,0.53,0.19,0.24
