player_name,first_name,last_name,first_initial_last_name
Devon Hall,Devon,Hall,D. Hall
Jaylen Hoard,Jaylen,Hoard,J. Hoard
Nic Claxton,Nic,Claxton,N. Claxton
Tremont Waters,Tremont,Waters,T. Waters
Jaylen Nowell,Jaylen,Nowell,J. Nowell
Jordan Bone,Jordan,Bone,J. Bone
Sekou Doumbouya,Sekou,Doumbouya,S. Doumbouya
DaQuan Jeffries,DaQuan,Jeffries,D. Jeffries
Keldon Johnson,Keldon,Johnson,K. Johnson
Dean Wade,Dean,Wade,D. Wade
Dewan Hernandez,Dewan,Hernandez,D. Hernandez
Brian Bowen II,Brian,II,B. II
Charlie Brown Jr.,Charlie,Jr.,C. Jr.
Zylan Cheatham,Zylan,Cheatham,Z. Cheatham
Jordan McLaughlin,Jordan,McLaughlin,J. McLaughlin
John Konchar,John,Konchar,J. Konchar
Alen Smailagic,Alen,Smailagic,A. Smailagic
Amir Coffey,Amir,Coffey,A. Coffey
Anzejs Pasecniks,Anzejs,Pasecniks,A. Pasecniks
Naz Reid,Naz,Reid,N. Reid
Rayjon Tucker,Rayjon,Tucker,R. Tucker
Louis King,Louis,King,L. King
Adam Mokoka,Adam,Mokoka,A. Mokoka
Kevin Hervey,Kevin,Hervey,K. Hervey
Luguentz Dort,Luguentz,Dort,L. Dort
Ty Jerome,Ty,Jerome,T. Jerome
Talen Horton-Tucker,Talen,Horton-Tucker,T. Horton-Tucker
Zion Williamson,Zion,Williamson,Z. Williamson
Paul Watson,Paul,Watson,P. Watson
Jeremiah Martin,Jeremiah,Martin,J. Martin
Isaiah Roby,Isaiah,Roby,I. Roby
Matt Mooney,Matt,Mooney,M. Mooney
Vic Law,Vic,Law,V. Law
Gabe Vincent,Gabe,Vincent,G. Vincent
Michael Frazier II,Michael,II,M. II
Kyle Guy,Kyle,Guy,K. Guy
Jalen Lecque,Jalen,Lecque,J. Lecque
Josh Reaves,Josh,Reaves,J. Reaves
Juan Toscano-Anderson,Juan,Toscano-Anderson,J. Toscano-Anderson
Mychal Mulder,Mychal,Mulder,M. Mulder
Donta Hall,Donta,Hall,D. Hall
Justin Wright-Foreman,Justin,Wright-Foreman,J. Wright-Foreman
William Howard,William,Howard,W. Howard
Tariq Owens,Tariq,Owens,T. Owens
Malik Newman,Malik,Newman,M. Newman
Quinndary Weatherspoon,Quinndary,Weatherspoon,Q. Weatherspoon
Marial Shayok,Marial,Shayok,M. Shayok
Marques Bolden,Marques,Bolden,M. Bolden
Eric Mika,Eric,Mika,E. Mika
Luka Samanic,Luka,Samanic,L. Samanic
Aleksej Pokusevski,Aleksej,Pokusevski,A. Pokusevski
Theo Maledon,Theo,Maledon,T. Maledon
Josh Hall,Josh,Hall,J. Hall
Kira Lewis Jr.,Kira,Jr.,K. Jr.
Lamar Stevens,Lamar,Stevens,L. Stevens
Patrick Williams,Patrick,Williams,P. Williams
Deni Avdija,Deni,Avdija,D. Avdija
Jae'Sean Tate,Jae'Sean,Tate,J. Tate
Tyrese Haliburton,Tyrese,Haliburton,T. Haliburton
Tyrese Maxey,Tyrese,Maxey,T. Maxey
Chuma Okeke,Chuma,Okeke,C. Okeke
Cole Anthony,Cole,Anthony,C. Anthony
Malachi Flynn,Malachi,Flynn,M. Flynn
Dakota Mathias,Dakota,Mathias,D. Mathias
Karim Mane,Karim,Mane,K. Mane
Isaiah Joe,Isaiah,Joe,I. Joe
Cassius Stanley,Cassius,Stanley,C. Stanley
Vernon Carey Jr.,Vernon,Jr.,V. Jr.
Nick Richards,Nick,Richards,N. Richards
Josh Green,Josh,Green,J. Green
Tyrell Terry,Tyrell,Terry,T. Terry
Daniel Oturu,Daniel,Oturu,D. Oturu
Keljin Blevins,Keljin,Blevins,K. Blevins
CJ Elleby,CJ,Elleby,C. Elleby
LaMelo Ball,LaMelo,Ball,L. Ball
Aaron Nesmith,Aaron,Nesmith,A. Nesmith
Sean McDermott,Sean,McDermott,S. McDermott
Precious Achiuwa,Precious,Achiuwa,P. Achiuwa
Payton Pritchard,Payton,Pritchard,P. Pritchard
Desmond Bane,Desmond,Bane,D. Bane
Tre Jones,Tre,Jones,T. Jones
Devin Vassell,Devin,Vassell,D. Vassell
Bol Bol,Bol,Bol,B. Bol
Jaden McDaniels,Jaden,McDaniels,J. McDaniels
Facundo Campazzo,Facundo,Campazzo,F. Campazzo
Markus Howard,Markus,Howard,M. Howard
R.J. Hampton,R.J.,Hampton,R. Hampton
Zeke Nnaji,Zeke,Nnaji,Z. Nnaji
Sam Merrill,Sam,Merrill,S. Merrill
Ty-Shon Alexander,Ty-Shon,Alexander,T. Alexander
Jordan Nwora,Jordan,Nwora,J. Nwora
Anthony Gill,Anthony,Gill,A. Gill
Anthony Edwards,Anthony,Edwards,A. Edwards
Killian Hayes,Killian,Hayes,K. Hayes
Saddiq Bey,Saddiq,Bey,S. Bey
James Wiseman,James,Wiseman,J. Wiseman
Isaiah Stewart,Isaiah,Stewart,I. Stewart
Brodric Thomas,Brodric,Thomas,B. Thomas
Jahmi'us Ramsey,Jahmi'us,Ramsey,J. Ramsey
Robert Woodard II,Robert,II,R. II
Nathan Knight,Nathan,Knight,N. Knight
Isaac Okoro,Isaac,Okoro,I. Okoro
Jalen Smith,Jalen,Smith,J. Smith
Reggie Perry,Reggie,Perry,R. Perry
Skylar Mays,Skylar,Mays,S. Mays
Immanuel Quickley,Immanuel,Quickley,I. Quickley
Obi Toppin,Obi,Toppin,O. Toppin
Udoka Azubuike,Udoka,Azubuike,U. Azubuike
Elijah Hughes,Elijah,Hughes,E. Hughes
Dylan Windler,Dylan,Windler,D. Windler
Xavier Tillman,Xavier,Tillman,X. Tillman
Mason Jones,Mason,Jones,M. Jones
Cassius Winston,Cassius,Winston,C. Winston
Onyeka Okongwu,Onyeka,Okongwu,O. Okongwu
Deividas Sirvydis,Deividas,Sirvydis,D. Sirvydis
Devontae Cacok,Devontae,Cacok,D. Cacok
Nico Mannion,Nico,Mannion,N. Mannion
Ashton Hagans,Ashton,Hagans,A. Hagans
Nate Hinton,Nate,Hinton,N. Hinton
Paul Reed,Paul,Reed,P. Reed
Saben Lee,Saben,Lee,S. Lee
Kenyon Martin Jr.,Kenyon,Jr.,K. Jr.
Tyler Bey,Tyler,Bey,T. Bey
Jalen Harris,Jalen,Harris,J. Harris
Naji Marshall,Naji,Marshall,N. Marshall
Trent Forrest,Trent,Forrest,T. Forrest
Devon Dotson,Devon,Dotson,D. Dotson
Killian Tillie,Killian,Tillie,K. Tillie
Greg Whittington,Greg,Whittington,G. Whittington
Mamadi Diakite,Mamadi,Diakite,M. Diakite
Anthony Lamb,Anthony,Lamb,A. Lamb
Jontay Porter,Jontay,Porter,J. Porter
Nate Darling,Nate,Darling,N. Darling
Will Magnay,Will,Magnay,W. Magnay
Freddie Gillespie,Freddie,Gillespie,F. Gillespie
Armoni Brooks,Armoni,Brooks,A. Brooks
Amida Brimah,Amida,Brimah,A. Brimah
Gabriel Deck,Gabriel,Deck,G. Deck
Robert Franks,Robert,Franks,R. Franks
Grant Riller,Grant,Riller,G. Riller
Devin Cannady,Devin,Cannady,D. Cannady
Malik Fitts,Malik,Fitts,M. Fitts
Elijah Bryant,Elijah,Bryant,E. Bryant
Cameron Oliver,Cameron,Oliver,C. Oliver
Jay Scrubb,Jay,Scrubb,J. Scrubb
Didi Louzada,Didi,Louzada,D. Louzada
Jared Butler,Jared,Butler,J. Butler
Sandro Mamukelashvili,Sandro,Mamukelashvili,S. Mamukelashvili
Davion Mitchell,Davion,Mitchell,D. Mitchell
Greg Brown III,Greg,III,G. III
Jamorko Pickett,Jamorko,Pickett,J. Pickett
Usman Garuba,Usman,Garuba,U. Garuba
Josh Christopher,Josh,Christopher,J. Christopher
Jalen Green,Jalen,Green,J. Green
Alperen Sengun,Alperen,Sengun,A. Sengun
Austin Reaves,Austin,Reaves,A. Reaves
Day'Ron Sharpe,Day'Ron,Sharpe,D. Sharpe
Luka Garza,Luka,Garza,L. Garza
Cam Thomas,Cam,Thomas,C. Thomas
Scottie Barnes,Scottie,Barnes,S. Barnes
Charles Bassey,Charles,Bassey,C. Bassey
Chris Duarte,Chris,Duarte,C. Duarte
Dalano Banton,Dalano,Banton,D. Banton
Ayo Dosunmu,Ayo,Dosunmu,A. Dosunmu
Jalen Johnson,Jalen,Johnson,J. Johnson
Jalen Suggs,Jalen,Suggs,J. Suggs
Cade Cunningham,Cade,Cunningham,C. Cunningham
Corey Kispert,Corey,Kispert,C. Kispert
Herbert Jones,Herbert,Jones,H. Jones
Trey Murphy III,Trey,III,T. III
Miles McBride,Miles,McBride,M. McBride
Franz Wagner,Franz,Wagner,F. Wagner
Jeremiah Robinson-Earl,Jeremiah,Robinson-Earl,J. Robinson-Earl
Josh Giddey,Josh,Giddey,J. Giddey
Moses Moody,Moses,Moody,M. Moody
Jonathan Kuminga,Jonathan,Kuminga,J. Kuminga
Evan Mobley,Evan,Mobley,E. Mobley
Bones Hyland,Bones,Hyland,B. Hyland
Omer Yurtseven,Omer,Yurtseven,O. Yurtseven
Ziaire Williams,Ziaire,Williams,Z. Williams
Santi Aldama,Santi,Aldama,S. Aldama
Georgios Kalaitzakis,Georgios,Kalaitzakis,G. Kalaitzakis
Jock Landale,Jock,Landale,J. Landale
Duane Washington Jr.,Duane,Jr.,D. Jr.
DeJon Jarreau,DeJon,Jarreau,D. Jarreau
Eugene Omoruyi,Eugene,Omoruyi,E. Omoruyi
Isaiah Jackson,Isaiah,Jackson,I. Jackson
Justin Champagnie,Justin,Champagnie,J. Champagnie
David Johnson,David,Johnson,D. Johnson
Kevin Pangos,Kevin,Pangos,K. Pangos
Tre Mann,Tre,Mann,T. Mann
Petr Cornelie,Petr,Cornelie,P. Cornelie
Brandon Boston Jr.,Brandon,Jr.,B. Jr.
Sharife Cooper,Sharife,Cooper,S. Cooper
Joel Ayayi,Joel,Ayayi,J. Ayayi
Isaiah Todd,Isaiah,Todd,I. Todd
Marcus Garrett,Marcus,Garrett,M. Garrett
James Bouknight,James,Bouknight,J. Bouknight
JT Thor,JT,Thor,J. Thor
Kai Jones,Kai,Jones,K. Jones
Joshua Primo,Joshua,Primo,J. Primo
Jericho Sims,Jericho,Sims,J. Sims
RJ Nembhard Jr.,RJ,Jr.,R. Jr.
Quentin Grimes,Quentin,Grimes,Q. Grimes
Vit Krejci,Vit,Krejci,V. Krejci
Leandro Bolmaro,Leandro,Bolmaro,L. Bolmaro
McKinley Wright IV,McKinley,IV,M. IV
Jaden Springer,Jaden,Springer,J. Springer
Aaron Henry,Aaron,Henry,A. Henry
Trendon Watford,Trendon,Watford,T. Watford
Daishen Nix,Daishen,Nix,D. Nix
Aaron Wiggins,Aaron,Wiggins,A. Wiggins
Keon Johnson,Keon,Johnson,K. Johnson
Joe Wieskamp,Joe,Wieskamp,J. Wieskamp
Jose Alvarado,Jose,Alvarado,J. Alvarado
Ish Wainright,Ish,Wainright,I. Wainright
Kessler Edwards,Kessler,Edwards,K. Edwards
Sam Hauser,Sam,Hauser,S. Hauser
Marko Simonovic,Marko,Simonovic,M. Simonovic
Yves Pons,Yves,Pons,Y. Pons
Jeff Dowtin Jr.,Jeff,Jr.,J. Jr.
Jay Huff,Jay,Huff,J. Huff
JaQuori McLaughlin,JaQuori,McLaughlin,J. McLaughlin
Trevelin Queen,Trevelin,Queen,T. Queen
Chaundee Brown Jr.,Chaundee,Jr.,C. Jr.
Keifer Sykes,Keifer,Sykes,K. Sykes
MJ Walker,MJ,Walker,M. Walker
Carlik Jones,Carlik,Jones,C. Jones
Cameron McGriff,Cameron,McGriff,C. McGriff
Jarron Cumberland,Jarron,Cumberland,J. Cumberland
Xavier Sneed,Xavier,Sneed,X. Sneed
Jordan Schakel,Jordan,Schakel,J. Schakel
Craig Sword,Craig,Sword,C. Sword
Jaime Echenique,Jaime,Echenique,J. Echenique
Jordan Goodwin,Jordan,Goodwin,J. Goodwin
Cat Barber,Cat,Barber,C. Barber
Mac McClung,Mac,McClung,M. McClung
Malcolm Hill,Malcolm,Hill,M. Hill
Trayvon Palmer,Trayvon,Palmer,T. Palmer
Xavier Moon,Xavier,Moon,X. Moon
Brandon Williams,Brandon,Williams,B. Williams
Shaq Buchanan,Shaq,Buchanan,S. Buchanan
Olivier Sarr,Olivier,Sarr,O. Sarr
Rob Edwards,Rob,Edwards,R. Edwards
Hassani Gravett,Hassani,Gravett,H. Gravett
Trevon Scott,Trevon,Scott,T. Scott
Aleem Ford,Aleem,Ford,A. Ford
Myles Powell,Myles,Powell,M. Powell
Tyler Hall,Tyler,Hall,T. Hall
Javonte Smart,Javonte,Smart,J. Smart
Moses Wright,Moses,Wright,M. Wright
Ade Murkey,Ade,Murkey,A. Murkey
Neemias Queta,Neemias,Queta,N. Queta
David Duke Jr.,David,Jr.,D. Jr.
Isaiah Livers,Isaiah,Livers,I. Livers
Scottie Lewis,Scottie,Lewis,S. Lewis
Arnoldas Kulboka,Arnoldas,Kulboka,A. Kulboka
Terry Taylor,Terry,Taylor,T. Taylor
Lindell Wigginton,Lindell,Wigginton,L. Wigginton
Braxton Key,Braxton,Key,B. Key
Jon Teske,Jon,Teske,J. Teske
Paris Bass,Paris,Bass,P. Bass
Ahmad Caver,Ahmad,Caver,A. Caver
Micah Potter,Micah,Potter,M. Potter
Javin DeLaurier,Javin,DeLaurier,J. DeLaurier
Jaysean Paige,Jaysean,Paige,J. Paige
Lindy Waters III,Lindy,III,L. III
Zavier Simpson,Zavier,Simpson,Z. Simpson
Matt Ryan,Matt,Ryan,M. Ryan
Gabe York,Gabe,York,G. York
Gabriel Lundberg,Gabriel,Lundberg,G. Lundberg
Feron Hunt,Feron,Hunt,F. Hunt
Bennedict Mathurin,Bennedict,Mathurin,B. Mathurin
Andrew Nembhard,Andrew,Nembhard,A. Nembhard
AJ Griffin,AJ,Griffin,A. Griffin
Ron Harper Jr.,Ron,Jr.,R. Jr.
Keegan Murray,Keegan,Murray,K. Murray
Johnny Davis,Johnny,Davis,J. Davis
Kenneth Lofton Jr.,Kenneth,Jr.,K. Jr.
Vince Williams Jr.,Vince,Jr.,V. Jr.
Kennedy Chandler,Kennedy,Chandler,K. Chandler
Ochai Agbaji,Ochai,Agbaji,O. Agbaji
Tari Eason,Tari,Eason,T. Eason
Jabari Smith Jr.,Jabari,Jr.,J. Jr.
MarJon Beauchamp,MarJon,Beauchamp,M. Beauchamp
Christian Koloko,Christian,Koloko,C. Koloko
Tyrese Martin,Tyrese,Martin,T. Martin
David Roddy,David,Roddy,D. Roddy
Jaden Ivey,Jaden,Ivey,J. Ivey
Jalen Duren,Jalen,Duren,J. Duren
Ryan Rollins,Ryan,Rollins,R. Rollins
Patrick Baldwin Jr.,Patrick,Jr.,P. Jr.
Moussa Diabate,Moussa,Diabate,M. Diabate
Dereon Seabron,Dereon,Seabron,D. Seabron
Christian Braun,Christian,Braun,C. Braun
Malaki Branham,Malaki,Branham,M. Branham
Blake Wesley,Blake,Wesley,B. Wesley
Kevon Harris,Kevon,Harris,K. Harris
Paolo Banchero,Paolo,Banchero,P. Banchero
Dalen Terry,Dalen,Terry,D. Terry
Nikola Jovic,Nikola,Jovic,N. Jovic
Jalen Williams,Jalen,Williams,J. Williams
Jaden Hardy,Jaden,Hardy,J. Hardy
Caleb Houstan,Caleb,Houstan,C. Houstan
Mark Williams,Mark,Williams,M. Williams
Bryce McGowens,Bryce,McGowens,B. McGowens
Shaedon Sharpe,Shaedon,Sharpe,S. Sharpe
Jabari Walker,Jabari,Walker,J. Walker
Jack White,Jack,White,J. White
Peyton Watson,Peyton,Watson,P. Watson
Jeremy Sochan,Jeremy,Sochan,J. Sochan
Ousmane Dieng,Ousmane,Dieng,O. Dieng
Chima Moneke,Chima,Moneke,C. Moneke
Jake LaRavia,Jake,LaRavia,J. LaRavia
Max Christie,Max,Christie,M. Christie
Dru Smith,Dru,Smith,D. Smith
Walker Kessler,Walker,Kessler,W. Kessler
Simone Fontecchio,Simone,Fontecchio,S. Fontecchio
Dyson Daniels,Dyson,Daniels,D. Daniels
Jason Preston,Jason,Preston,J. Preston
Wendell Moore Jr.,Wendell,Jr.,W. Jr.
Jaylin Williams,Jaylin,Williams,J. Williams
Isaiah Mobley,Isaiah,Mobley,I. Mobley
AJ Green,AJ,Green,A. Green
Trevor Hudgins,Trevor,Hudgins,T. Hudgins
Buddy Boeheim,Buddy,Boeheim,B. Boeheim
Trevor Keels,Trevor,Keels,T. Keels
Scotty Pippen Jr.,Scotty,Jr.,S. Jr.
Cole Swider,Cole,Swider,C. Swider
John Butler Jr.,John,Jr.,J. Jr.
Josh Minott,Josh,Minott,J. Minott
Jamal Cain,Jamal,Cain,J. Cain
Kendall Brown,Kendall,Brown,K. Brown
Julian Champagnie,Julian,Champagnie,J. Champagnie
JD Davison,JD,Davison,J. Davison
Jordan Hall,Jordan,Hall,J. Hall
Michael Foster Jr.,Michael,Jr.,M. Jr.
Dominick Barlow,Dominick,Barlow,D. Barlow
Orlando Robinson,Orlando,Robinson,O. Robinson
Keon Ellis,Keon,Ellis,K. Ellis
A.J. Lawson,A.J.,Lawson,A. Lawson
TyTy Washington Jr.,TyTy,Jr.,T. Jr.
Alondes Williams,Alondes,Williams,A. Williams
