TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
TOR,C,23.1,10.4,6.5,1.7,0.4,0.7,1.5,0.6,56.0,72.6
SAC,SF,23.0,12.3,4.0,2.2,0.8,0.4,1.3,1.5,49.6,75.6
DAL,PG,23.0,11.9,2.9,3.8,0.8,0.2,1.5,1.2,44.9,84.5
LAL,SG,22.9,12.5,3.3,2.6,0.8,0.3,1.1,1.7,43.4,81.4
MIN,PF,22.9,11.4,4.7,1.8,0.9,0.5,1.3,1.1,46.9,76.8
DET,PF,22.8,11.1,5.3,1.7,0.6,0.6,1.2,1.1,50.0,78.4
PHX,SG,22.8,12.6,3.3,2.5,0.8,0.3,1.5,1.7,43.0,82.2
MEM,PF,22.7,10.9,4.8,2.0,0.6,0.7,1.3,1.2,46.0,81.3
DET,SG,22.7,12.4,2.8,2.7,0.9,0.3,1.2,1.7,45.3,82.6
SAC,C,22.7,10.1,5.8,1.9,0.5,0.8,1.3,0.5,57.2,73.5
TOR,SG,22.7,12.0,3.2,3.0,0.7,0.3,1.5,1.7,46.9,84.9
CLE,C,22.7,9.6,6.4,1.6,0.7,0.7,1.2,0.6,52.9,79.4
MIN,C,22.6,9.6,5.8,2.0,0.6,0.8,1.5,0.6,52.7,66.7
CHI,PF,22.6,10.6,5.0,2.0,0.6,0.6,1.1,1.2,46.3,78.7
CHI,C,22.5,10.0,5.8,1.8,0.5,0.8,1.4,0.6,56.4,69.3
OKC,SG,22.5,12.1,3.3,2.6,0.8,0.3,1.6,1.8,43.8,76.5
PHX,PG,22.4,12.0,2.8,3.4,0.7,0.2,1.6,1.5,43.9,81.7
GSW,PF,22.4,11.2,5.1,1.6,0.7,0.4,1.2,1.2,48.3,75.5
ORL,SG,22.4,11.4,3.0,3.0,0.9,0.3,1.6,1.7,42.3,79.9
HOU,PF,22.3,10.4,4.8,1.9,0.7,0.7,1.1,1.1,51.1,76.6
TOR,PF,22.3,10.7,5.2,1.9,0.6,0.5,1.6,1.1,48.2,76.6
CLE,PF,22.3,11.2,4.7,1.8,0.7,0.5,1.3,1.1,49.0,76.5
ORL,SF,22.2,11.6,3.6,2.2,0.8,0.5,1.3,1.7,45.6,78.2
HOU,C,22.1,9.1,5.9,1.9,0.6,1.0,1.3,0.4,54.9,73.8
ORL,C,22.1,9.8,5.8,1.5,0.6,0.8,1.1,0.5,56.9,71.2
PHI,PG,22.1,11.0,2.8,3.7,0.8,0.3,1.5,1.2,43.1,82.5
IND,SF,22.1,11.2,4.1,2.2,0.8,0.4,1.3,1.2,45.9,81.7
BOS,C,22.0,9.8,6.5,1.5,0.4,0.5,1.2,0.6,54.6,70.2
LAC,PF,22.0,10.5,5.0,1.9,0.7,0.5,1.2,1.0,49.3,74.2
LAL,PF,22.0,10.2,5.0,1.9,0.6,0.7,1.1,1.0,46.9,74.6
WAS,C,22.0,9.8,5.7,1.5,0.5,0.8,1.0,0.5,52.2,76.1
LAC,C,22.0,9.8,5.8,1.8,0.6,0.7,1.2,0.4,57.3,75.2
MEM,C,22.0,9.0,5.9,1.9,0.6,0.8,1.4,0.5,52.4,70.6
GSW,SF,22.0,11.6,3.7,2.3,0.8,0.3,1.2,1.4,46.4,76.6
CHA,SG,21.9,11.7,3.0,2.7,0.7,0.3,1.4,1.6,45.2,82.8
MEM,SG,21.8,11.6,3.2,2.7,0.7,0.3,1.4,1.5,43.2,78.7
DAL,C,21.7,9.7,6.0,1.7,0.4,0.6,0.9,0.5,59.2,70.5
ATL,SG,21.7,11.5,3.4,2.6,0.7,0.2,1.4,1.6,42.9,82.2
MIL,C,21.7,9.2,5.8,1.7,0.6,0.7,1.1,0.6,49.1,70.2
ORL,PF,21.7,10.4,4.7,1.9,0.6,0.6,1.2,1.1,48.4,77.5
BOS,PF,21.7,11.3,4.7,1.7,0.5,0.5,1.3,1.1,48.6,79.8
POR,C,21.6,9.9,5.4,1.8,0.5,0.7,1.1,0.5,57.3,69.2
UTA,PF,21.6,10.1,4.8,1.9,0.7,0.6,1.1,0.9,47.2,76.5
NOP,C,21.5,9.3,5.6,1.6,0.5,0.9,1.1,0.5,58.7,72.6
SAS,PF,21.5,10.6,4.6,1.8,0.6,0.5,1.1,1.0,52.0,80.2
SAC,PF,21.5,10.8,4.5,2.0,0.6,0.5,1.2,1.0,50.4,82.0
BKN,C,21.4,9.6,6.1,1.4,0.5,0.5,1.1,0.5,52.6,66.4
POR,SG,21.4,11.6,3.0,2.5,0.8,0.2,1.3,1.7,44.4,81.4
NOP,PF,21.4,10.4,4.6,1.8,0.6,0.6,1.2,1.1,49.5,81.2
PHX,PF,21.3,10.3,4.7,1.8,0.8,0.5,1.2,0.9,49.5,77.9
OKC,SF,21.3,10.9,3.9,2.0,0.8,0.5,1.5,1.3,44.9,78.4
UTA,SF,21.3,11.0,3.8,2.0,0.9,0.3,1.0,1.3,46.0,77.2
CLE,PG,21.2,10.7,2.6,3.6,0.8,0.2,1.6,1.2,43.5,81.0
NYK,SG,21.2,11.6,3.0,2.5,0.6,0.3,1.2,1.7,44.3,80.5
DAL,SG,21.2,11.2,3.4,2.6,0.6,0.3,1.4,1.4,43.3,83.1
LAL,SF,21.2,10.8,3.8,2.1,0.8,0.4,1.0,1.4,44.6,78.1
WAS,SF,21.2,11.3,3.7,2.0,0.6,0.4,1.0,1.3,45.7,84.4
DAL,SF,21.1,11.0,4.1,2.0,0.6,0.4,1.3,1.3,48.2,81.9
POR,PF,21.1,10.6,4.3,1.8,0.6,0.5,1.0,0.9,50.8,77.2
MIL,SG,21.1,11.3,3.4,2.4,0.8,0.2,1.2,1.4,42.6,80.8
PHI,PF,21.0,10.6,4.6,1.7,0.5,0.5,1.4,1.0,48.6,77.0
NOP,SF,21.0,10.8,3.6,2.1,0.8,0.4,1.3,1.3,45.3,79.9
MIA,PF,21.0,9.9,5.0,1.9,0.7,0.4,1.4,1.0,47.6,76.1
MIL,PF,20.9,9.9,4.8,1.7,0.7,0.5,1.2,1.1,45.6,78.8
SAS,SG,20.9,11.3,2.8,2.5,0.9,0.3,1.2,1.5,46.1,80.2
PHI,C,20.9,9.0,5.7,1.6,0.4,0.7,1.1,0.5,54.0,75.7
MIN,SF,20.9,10.9,3.9,2.0,0.7,0.3,1.3,1.4,45.6,79.6
WAS,PF,20.8,10.1,4.5,1.8,0.6,0.6,1.0,1.0,46.2,80.1
BKN,SF,20.8,11.0,3.7,2.0,0.7,0.4,1.1,1.3,43.7,78.7
BOS,SG,20.7,11.2,2.9,2.3,0.7,0.3,1.0,1.5,43.4,81.1
NOP,SG,20.7,11.5,2.8,2.4,0.7,0.3,1.4,1.8,43.0,80.0
CHI,SF,20.7,10.6,3.9,2.2,0.6,0.3,1.3,1.4,43.5,78.5
BKN,PF,20.7,10.0,4.9,1.7,0.6,0.4,1.2,0.9,46.8,77.5
MIL,SF,20.6,11.1,3.7,1.8,0.7,0.3,1.2,1.2,45.0,77.4
PHI,SF,20.6,11.3,3.6,1.9,0.6,0.4,1.3,1.4,47.9,80.7
DEN,SG,20.6,10.9,2.9,2.6,0.8,0.2,1.3,1.5,43.7,79.4
HOU,SF,20.5,10.5,3.5,1.9,0.9,0.4,1.1,1.5,46.1,83.2
MEM,SF,20.5,10.5,3.6,2.2,0.7,0.4,1.4,1.3,44.2,80.1
CHA,SF,20.5,10.9,3.8,2.0,0.6,0.4,1.3,1.3,45.9,82.4
MIA,C,20.4,9.0,5.8,1.5,0.5,0.6,1.4,0.5,57.7,75.5
POR,SF,20.4,10.4,3.6,2.1,0.8,0.3,1.0,1.2,47.0,80.8
BOS,SF,20.3,10.6,3.6,1.8,0.8,0.4,1.1,1.2,45.2,83.2
TOR,SF,20.3,11.0,3.3,2.1,0.6,0.4,1.3,1.4,47.7,81.8
DEN,PF,20.3,9.6,4.2,1.7,0.8,0.6,1.0,0.9,51.1,74.3
DEN,SF,20.3,10.3,3.4,2.1,0.9,0.3,1.1,1.2,46.3,76.3
LAC,SG,20.2,10.7,2.9,2.4,0.7,0.3,1.2,1.6,43.1,78.3
NYK,SF,20.1,10.3,3.8,2.0,0.6,0.3,1.0,1.3,44.8,77.7
NYK,PF,20.1,9.9,4.2,1.8,0.4,0.6,1.0,1.1,46.1,80.0
CLE,SF,20.0,10.8,3.3,1.8,0.8,0.3,1.2,1.3,46.7,79.0
CLE,SG,19.9,11.0,2.8,2.4,0.8,0.2,1.5,1.5,43.2,83.5
PHX,SF,19.8,10.2,3.6,1.9,0.8,0.3,1.3,1.3,45.2,77.8
SAS,SF,19.7,10.4,3.1,2.0,0.8,0.3,1.1,1.3,49.5,77.3
DET,SF,19.6,10.6,3.3,1.8,0.7,0.4,1.2,1.2,46.8,81.6
DEN,C,19.5,8.9,4.9,1.4,0.6,0.7,1.0,0.4,53.0,70.4
LAC,SF,19.0,9.8,3.6,1.7,0.7,0.3,1.0,1.3,46.5,74.7
NYK,C,18.9,8.3,5.3,1.4,0.4,0.6,1.0,0.5,54.1,71.1
