TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
MIN,PF,23.0,11.6,5.0,1.8,0.8,0.4,1.3,1.1,48.0,79.3
LAL,SG,23.0,12.4,3.3,2.7,0.8,0.3,1.2,1.7,43.1,81.9
PHI,PG,23.0,11.7,2.8,3.8,0.8,0.3,1.6,1.4,43.8,82.6
GSW,PF,23.0,11.5,5.2,1.6,0.7,0.4,1.2,1.2,48.7,74.6
SAC,SF,22.9,12.3,3.8,2.2,0.8,0.4,1.3,1.5,49.4,77.1
HOU,C,22.9,9.5,6.0,1.8,0.6,1.1,1.3,0.4,55.6,73.7
ATL,SG,22.9,12.1,3.4,2.8,0.7,0.3,1.4,1.6,44.6,81.0
OKC,SG,22.8,12.2,3.2,2.7,0.8,0.4,1.6,1.8,44.4,77.0
LAC,C,22.8,10.3,6.0,1.8,0.5,0.7,1.3,0.5,56.4,75.4
MIN,C,22.8,9.8,5.8,1.9,0.6,0.9,1.5,0.6,53.8,68.2
UTA,C,22.8,10.0,5.9,1.8,0.6,0.9,1.2,0.5,54.0,71.8
WAS,SG,22.7,12.3,3.3,2.5,0.8,0.3,1.2,1.8,45.6,82.2
DET,SG,22.7,12.4,2.9,2.7,0.9,0.3,1.2,1.7,45.2,80.8
SAC,C,22.7,9.9,5.9,2.0,0.5,0.7,1.3,0.5,56.7,72.0
PHX,C,22.6,9.6,6.3,1.8,0.6,0.7,1.4,0.5,55.0,76.4
MIA,SF,22.6,11.8,4.0,2.4,0.8,0.3,1.5,1.5,49.3,79.3
CLE,PG,22.6,11.6,2.7,3.8,0.8,0.2,1.7,1.3,43.9,81.2
ORL,SF,22.5,11.8,3.7,2.2,0.8,0.5,1.3,1.6,46.0,81.0
TOR,SG,22.5,11.7,3.3,3.0,0.7,0.3,1.6,1.6,46.2,82.8
LAL,PF,22.5,10.5,4.8,2.0,0.7,0.7,1.1,1.0,46.9,73.8
TOR,C,22.5,10.2,6.3,1.7,0.4,0.7,1.5,0.5,55.9,74.1
HOU,PF,22.5,10.5,4.8,2.0,0.7,0.7,1.1,1.1,50.0,77.3
ORL,SG,22.5,11.7,3.0,2.9,0.9,0.3,1.6,1.8,43.3,80.8
WAS,C,22.4,10.0,5.7,1.6,0.6,0.8,1.0,0.5,53.4,77.2
DAL,C,22.4,10.2,6.2,1.7,0.4,0.6,1.0,0.5,57.6,72.0
LAC,PF,22.4,10.9,5.0,2.0,0.7,0.5,1.3,1.0,49.5,76.6
CHI,C,22.4,9.9,5.8,1.7,0.5,0.8,1.4,0.6,55.9,70.6
DET,PF,22.3,10.7,5.1,1.7,0.6,0.7,1.1,1.0,49.6,76.4
SAS,SG,22.3,11.9,3.0,2.6,0.9,0.3,1.2,1.6,47.1,80.2
SAS,PF,22.2,11.0,4.7,1.9,0.6,0.6,1.1,1.1,52.3,80.0
MIL,C,22.2,9.7,5.8,1.9,0.6,0.6,1.0,0.7,49.9,71.1
CHI,PF,22.2,10.4,5.0,2.0,0.6,0.6,1.1,1.2,46.6,77.8
PHX,PG,22.1,11.8,2.8,3.4,0.7,0.2,1.6,1.4,44.2,81.9
BKN,C,22.1,9.6,6.3,1.6,0.5,0.6,1.2,0.4,53.1,69.2
BOS,C,22.1,9.8,6.5,1.5,0.4,0.5,1.2,0.6,54.7,69.5
TOR,PF,22.1,10.7,5.0,1.9,0.6,0.6,1.5,1.2,48.6,76.8
CLE,PF,22.0,10.8,4.9,1.8,0.7,0.5,1.4,1.1,48.1,77.0
MEM,PF,22.0,10.6,4.7,2.0,0.6,0.6,1.2,1.2,46.2,81.6
MEM,SG,21.9,11.7,3.1,2.8,0.7,0.3,1.3,1.6,44.0,80.4
ORL,C,21.9,9.7,5.8,1.5,0.6,0.8,1.1,0.5,56.7,72.8
POR,SG,21.9,11.8,3.0,2.5,0.8,0.3,1.3,1.8,45.7,80.2
CHA,SG,21.9,11.7,3.0,2.7,0.8,0.3,1.2,1.6,45.2,82.6
PHX,SG,21.9,12.2,3.1,2.4,0.7,0.3,1.4,1.6,43.4,82.1
WAS,PF,21.8,10.6,4.6,1.9,0.6,0.6,1.0,1.0,47.5,81.1
LAL,SF,21.8,11.0,3.8,2.2,0.8,0.4,1.1,1.4,44.4,79.7
MEM,C,21.7,8.7,6.0,1.9,0.6,0.9,1.4,0.5,52.5,72.1
GSW,SF,21.7,11.2,3.7,2.3,0.8,0.3,1.1,1.4,45.5,76.6
NYK,SG,21.7,12.1,2.9,2.6,0.6,0.3,1.2,1.8,45.5,82.5
DAL,SG,21.6,11.5,3.4,2.7,0.6,0.2,1.3,1.4,43.9,83.4
SAC,PF,21.6,10.9,4.4,2.1,0.6,0.5,1.2,1.1,50.0,79.1
POR,PF,21.6,10.8,4.5,1.9,0.6,0.5,1.1,1.0,50.2,78.1
ORL,PF,21.6,10.3,4.7,1.9,0.6,0.6,1.1,1.2,48.4,78.0
POR,C,21.5,9.5,5.6,1.8,0.5,0.7,1.1,0.4,56.8,68.6
MIL,SG,21.5,11.7,3.4,2.5,0.7,0.2,1.2,1.6,43.8,80.4
IND,SF,21.4,11.0,4.0,2.1,0.8,0.4,1.2,1.2,46.1,79.9
UTA,SF,21.4,11.0,3.7,2.1,0.8,0.3,0.9,1.3,45.2,78.5
OKC,SF,21.3,10.9,3.8,2.1,0.8,0.5,1.4,1.3,45.3,78.1
NOP,C,21.3,9.1,5.6,1.7,0.5,0.8,1.2,0.5,57.2,73.7
MIN,SF,21.2,11.1,3.9,1.9,0.8,0.3,1.3,1.4,46.1,81.2
DAL,SF,21.2,11.1,4.0,2.0,0.6,0.4,1.1,1.3,48.1,82.7
UTA,PF,21.2,10.1,4.8,1.9,0.6,0.5,1.0,1.0,47.1,77.1
MEM,SF,21.2,11.2,3.7,2.2,0.6,0.4,1.2,1.3,46.0,81.6
NOP,PF,21.2,10.2,4.6,1.9,0.6,0.6,1.2,1.1,49.1,80.1
BOS,PF,21.1,10.7,4.7,1.7,0.5,0.5,1.2,1.1,48.3,79.3
NOP,SG,21.1,11.7,2.8,2.4,0.7,0.3,1.4,1.8,43.6,79.6
BOS,SG,21.1,11.1,3.0,2.5,0.8,0.3,1.0,1.4,42.6,81.4
HOU,SF,21.0,10.8,3.4,2.0,0.9,0.5,1.1,1.6,46.4,81.3
MIL,PF,21.0,10.1,4.7,1.8,0.6,0.4,1.1,1.2,46.1,79.5
POR,SF,21.0,10.8,3.5,2.2,0.8,0.3,1.0,1.3,48.0,81.3
PHI,C,20.9,9.0,5.7,1.7,0.4,0.8,1.1,0.5,54.3,74.7
PHI,PF,20.8,10.3,4.5,1.8,0.6,0.6,1.3,1.0,47.3,75.8
DEN,PF,20.8,10.0,4.4,1.8,0.8,0.5,1.1,0.9,50.9,76.3
MIA,C,20.8,9.2,5.8,1.6,0.5,0.6,1.3,0.5,58.2,72.8
NYK,PF,20.7,10.1,4.3,2.0,0.5,0.6,1.1,1.1,46.4,81.2
PHX,PF,20.6,10.1,4.5,1.7,0.7,0.4,1.1,0.8,49.2,79.4
DEN,SF,20.6,10.6,3.5,2.1,0.9,0.3,1.1,1.3,47.0,78.3
LAC,SG,20.6,11.0,2.9,2.5,0.7,0.3,1.2,1.6,43.5,80.0
NYK,SF,20.6,10.6,3.7,2.1,0.7,0.4,1.0,1.3,46.0,79.6
DEN,SG,20.5,11.1,2.7,2.6,0.8,0.2,1.2,1.6,43.4,81.7
CHI,SF,20.5,10.4,3.7,2.2,0.6,0.3,1.2,1.4,43.4,77.5
CLE,SF,20.5,11.1,3.5,1.9,0.7,0.3,1.3,1.3,46.7,79.9
MIA,PF,20.4,9.6,4.6,2.0,0.7,0.4,1.3,1.0,48.5,74.7
MIL,SF,20.4,11.1,3.6,1.8,0.7,0.3,1.1,1.3,45.9,76.9
BKN,PF,20.4,9.6,4.9,1.7,0.6,0.4,1.2,0.9,46.2,78.2
WAS,SF,20.3,10.9,3.6,1.9,0.6,0.4,1.0,1.3,46.4,84.0
NOP,SF,20.3,10.4,3.5,2.0,0.8,0.4,1.2,1.3,45.1,77.2
PHI,SF,20.2,11.0,3.6,1.8,0.6,0.3,1.2,1.4,47.1,78.1
BKN,SF,20.1,10.5,3.7,1.9,0.6,0.3,1.1,1.3,43.4,79.5
DET,SF,20.0,10.6,3.4,2.0,0.7,0.4,1.1,1.2,45.8,80.5
CLE,SG,20.0,11.0,2.9,2.4,0.7,0.2,1.6,1.5,43.3,83.8
BOS,SF,19.9,10.3,3.7,1.7,0.7,0.4,1.1,1.2,44.5,80.1
TOR,SF,19.9,10.8,3.3,2.1,0.6,0.4,1.3,1.3,47.5,81.6
SAS,SF,19.8,10.4,3.3,2.0,0.8,0.3,1.1,1.3,49.1,77.5
PHX,SF,19.8,10.3,3.5,1.9,0.8,0.3,1.2,1.2,45.5,79.7
DEN,C,19.8,8.7,5.3,1.4,0.5,0.7,1.0,0.4,51.7,71.4
NYK,C,19.7,8.6,5.4,1.5,0.4,0.7,1.1,0.5,53.3,72.1
CHA,SF,19.7,10.4,3.6,1.9,0.5,0.4,1.2,1.2,46.0,82.0
LAC,SF,19.1,9.9,3.5,1.8,0.7,0.3,1.0,1.2,46.8,79.3
