TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
IND,SG,22.4,11.8,3.3,2.7,0.8,0.3,1.5,1.7,43.0,85.4
CLE,PF,22.4,11.1,4.8,1.9,0.8,0.5,1.3,1.1,47.9,76.7
ORL,SG,22.4,11.4,3.0,3.0,0.9,0.4,1.6,1.8,41.1,78.8
SAC,PF,22.3,11.1,4.8,2.0,0.6,0.6,1.2,0.9,50.4,83.0
OKC,SG,22.3,12.0,3.4,2.5,0.8,0.3,1.6,1.8,44.0,77.7
ORL,PF,22.2,10.7,5.0,1.8,0.6,0.5,1.1,1.1,49.2,77.9
ORL,SF,22.2,11.6,3.8,2.0,0.8,0.5,1.3,1.6,45.9,80.0
PHX,SG,22.2,12.2,3.1,2.6,0.8,0.3,1.5,1.6,43.1,82.9
GSW,PF,22.2,11.2,5.0,1.6,0.7,0.4,1.3,1.2,48.0,75.0
TOR,PF,22.1,10.7,5.2,1.8,0.6,0.6,1.6,1.1,49.7,77.8
MEM,SG,22.1,11.8,3.3,2.7,0.8,0.3,1.3,1.6,43.8,80.9
DET,SG,22.0,11.9,2.9,2.7,0.8,0.3,1.1,1.6,45.0,83.5
CHA,SG,22.0,11.7,2.9,2.9,0.7,0.3,1.3,1.7,44.3,83.8
CLE,C,22.0,9.2,6.2,1.6,0.7,0.6,1.2,0.6,52.3,77.1
IND,SF,21.9,11.2,4.2,2.1,0.7,0.4,1.4,1.2,45.1,83.6
BOS,PF,21.9,11.7,4.6,1.7,0.5,0.5,1.3,1.1,48.7,82.5
WAS,PF,21.8,10.7,4.8,1.8,0.5,0.6,1.0,1.2,46.6,81.0
LAL,SG,21.8,11.9,3.1,2.5,0.7,0.3,1.1,1.7,43.4,82.0
SAC,SF,21.8,12.0,3.7,1.9,0.8,0.4,1.3,1.3,48.3,78.5
HOU,C,21.7,8.9,5.8,1.9,0.5,1.0,1.4,0.4,55.3,74.9
NYK,SG,21.7,11.8,3.2,2.6,0.5,0.3,1.3,1.8,44.3,81.2
WAS,SF,21.6,11.8,3.6,2.0,0.6,0.4,1.0,1.5,46.2,86.2
MIL,C,21.5,8.9,5.8,1.7,0.6,0.7,1.1,0.6,49.4,72.1
SAS,PF,21.5,10.6,4.6,1.8,0.7,0.5,1.1,1.0,52.9,79.9
MIN,SF,21.5,11.3,3.8,2.2,0.7,0.3,1.2,1.6,46.4,81.6
POR,SG,21.5,11.6,3.1,2.4,0.9,0.2,1.4,1.7,43.7,78.9
MIA,PF,21.5,10.1,5.1,1.9,0.6,0.5,1.3,1.0,48.8,74.5
GSW,SF,21.4,11.4,3.6,2.1,0.8,0.3,1.1,1.4,46.1,77.4
LAC,C,21.4,9.4,5.6,1.8,0.5,0.7,1.1,0.4,57.1,77.1
NOP,PF,21.4,10.4,4.6,1.6,0.6,0.7,1.1,1.2,49.2,81.0
PHI,PF,21.4,10.9,4.7,1.7,0.5,0.6,1.4,0.9,49.8,79.0
MIN,C,21.4,8.8,5.6,1.9,0.7,0.8,1.4,0.6,50.8,66.8
MEM,C,21.4,8.9,5.5,1.9,0.6,0.9,1.3,0.5,52.6,70.2
TOR,SG,21.4,11.2,3.2,3.0,0.6,0.2,1.5,1.6,45.5,82.8
BKN,PF,21.3,10.4,5.1,1.5,0.7,0.5,1.3,0.8,47.6,76.2
NOP,SG,21.3,12.0,2.7,2.5,0.7,0.3,1.5,1.8,43.6,79.0
CLE,SF,21.3,11.4,3.4,2.0,0.9,0.4,1.3,1.5,47.2,80.2
DAL,SG,21.3,11.1,3.3,2.7,0.6,0.3,1.4,1.4,42.5,82.5
WAS,C,21.2,9.8,5.6,1.4,0.5,0.7,1.1,0.5,52.1,78.5
SAS,SG,21.2,11.2,2.9,2.6,0.9,0.3,1.2,1.5,44.6,79.5
CLE,PG,21.2,10.8,2.5,3.5,0.8,0.2,1.5,1.3,44.0,81.0
POR,C,21.1,9.7,5.3,1.7,0.5,0.7,1.1,0.5,55.3,68.6
DEN,PF,21.0,10.0,4.3,1.8,0.8,0.6,1.0,1.0,51.8,72.5
DEN,SG,21.0,11.2,2.8,2.7,0.8,0.3,1.4,1.6,44.1,78.6
BKN,SF,21.0,11.2,3.7,1.9,0.7,0.4,1.2,1.4,44.0,78.0
PHI,C,20.9,8.7,6.0,1.5,0.5,0.8,1.1,0.5,54.0,75.3
ATL,SG,20.9,10.9,3.3,2.6,0.7,0.2,1.5,1.5,43.0,82.1
DAL,SF,20.9,10.6,4.2,2.0,0.6,0.4,1.4,1.3,48.4,79.1
UTA,PF,20.9,9.9,4.6,1.8,0.7,0.6,1.1,0.8,48.6,78.1
NOP,SF,20.9,10.8,3.6,2.0,0.8,0.4,1.3,1.3,45.0,77.8
MEM,SF,20.9,10.7,3.7,2.3,0.7,0.4,1.4,1.3,43.9,80.2
CHI,SF,20.8,10.9,3.8,2.2,0.5,0.3,1.3,1.4,45.8,77.5
POR,SF,20.8,10.4,3.7,2.2,0.9,0.3,1.1,1.2,45.6,78.5
MIL,SG,20.8,11.2,3.3,2.4,0.7,0.1,1.2,1.5,42.7,82.1
MIL,PF,20.8,10.1,4.6,1.7,0.7,0.5,1.2,1.1,46.8,83.6
LAL,SF,20.7,10.5,3.8,1.9,0.8,0.4,1.0,1.4,45.2,78.3
ORL,C,20.6,9.0,5.4,1.4,0.6,0.7,0.9,0.4,57.5,69.5
NYK,SF,20.5,10.3,4.0,2.0,0.7,0.4,1.1,1.3,43.9,78.0
CHA,SF,20.5,10.8,3.7,2.1,0.6,0.4,1.3,1.3,45.2,81.8
CLE,SG,20.5,11.3,2.8,2.4,0.9,0.2,1.4,1.6,43.2,82.8
BOS,SF,20.5,10.8,3.8,1.8,0.8,0.4,1.2,1.2,45.8,82.6
HOU,SF,20.4,10.4,3.6,1.8,0.9,0.4,1.2,1.5,46.6,81.0
DAL,C,20.3,9.1,5.6,1.6,0.3,0.5,0.9,0.5,59.2,69.1
BOS,SG,20.3,11.0,3.0,2.3,0.7,0.3,1.1,1.5,43.5,81.2
UTA,SF,20.3,10.6,3.5,1.8,0.9,0.3,1.0,1.2,45.9,77.7
PHI,SF,20.2,10.9,3.5,1.8,0.6,0.4,1.3,1.3,46.8,82.3
NOP,C,20.2,8.9,5.3,1.5,0.5,0.8,1.1,0.5,57.8,74.1
LAC,SG,20.1,10.7,2.9,2.4,0.7,0.2,1.2,1.5,42.6,79.3
NYK,PF,20.0,9.8,4.3,1.8,0.5,0.6,1.1,1.0,47.3,78.1
MIL,SF,20.0,10.8,3.6,1.8,0.6,0.4,1.2,1.1,45.1,78.1
TOR,SF,20.0,11.0,3.3,2.0,0.5,0.4,1.3,1.4,47.9,83.1
BKN,C,20.0,9.0,5.7,1.3,0.5,0.6,1.1,0.5,50.6,65.6
POR,PF,19.9,10.1,4.1,1.6,0.6,0.4,1.1,0.9,48.5,75.8
MIA,C,19.8,8.3,5.8,1.5,0.5,0.6,1.3,0.4,57.6,72.4
LAC,SF,19.8,10.2,3.7,1.8,0.7,0.3,1.1,1.2,46.9,75.0
DEN,SF,19.7,10.0,3.2,2.1,0.8,0.4,1.0,1.3,46.0,73.6
DEN,C,19.7,8.6,5.0,1.5,0.6,0.7,1.0,0.4,52.9,69.3
SAS,SF,19.6,10.3,3.1,2.0,0.8,0.3,1.1,1.3,49.7,77.7
BOS,C,19.5,8.6,5.9,1.5,0.3,0.5,1.2,0.5,55.4,69.8
PHX,SF,19.0,9.7,3.4,1.8,0.8,0.4,1.2,1.1,45.6,78.4
NYK,C,18.9,8.3,5.3,1.4,0.4,0.6,1.0,0.5,53.3,68.5
DET,SF,18.9,10.4,3.1,1.7,0.6,0.4,1.1,1.3,45.9,82.3
