TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
TOR,C,23.1,10.5,6.4,1.7,0.4,0.7,1.5,0.6,56.7,72.8
UTA,C,23.0,10.3,5.9,1.7,0.6,0.9,1.2,0.5,54.7,71.2
PHX,C,23.0,9.6,6.5,1.8,0.7,0.7,1.4,0.5,55.0,75.9
DAL,PF,22.9,11.2,5.1,2.0,0.6,0.5,1.1,1.2,51.6,77.5
LAL,SG,22.9,12.4,3.3,2.6,0.8,0.3,1.1,1.7,43.0,81.4
DET,SG,22.8,12.4,2.8,2.7,0.9,0.3,1.2,1.7,45.7,81.5
OKC,SG,22.8,12.3,3.3,2.7,0.8,0.3,1.6,1.8,44.2,76.6
SAC,C,22.8,10.2,5.9,1.9,0.5,0.8,1.3,0.5,57.7,73.1
MIN,C,22.7,9.8,5.8,2.0,0.6,0.8,1.5,0.6,52.9,67.4
TOR,SG,22.7,11.9,3.3,3.1,0.7,0.3,1.5,1.7,46.6,84.1
PHX,SG,22.7,12.6,3.2,2.5,0.8,0.3,1.5,1.7,42.7,83.0
TOR,PF,22.7,11.0,5.2,2.0,0.6,0.5,1.6,1.1,48.8,76.9
MIN,PF,22.7,11.2,4.8,1.8,0.9,0.5,1.3,1.1,47.1,76.7
MEM,PF,22.7,10.9,4.8,2.0,0.6,0.7,1.3,1.2,45.9,82.1
CHI,PF,22.6,10.6,5.1,2.0,0.6,0.6,1.1,1.2,46.3,78.0
CLE,C,22.6,9.5,6.4,1.6,0.7,0.7,1.2,0.7,53.0,77.2
DET,PF,22.6,11.0,5.2,1.7,0.6,0.6,1.2,1.1,50.0,78.5
ORL,SG,22.6,11.6,3.1,3.0,1.0,0.3,1.7,1.7,42.6,80.3
ORL,SF,22.6,11.8,3.7,2.3,0.8,0.5,1.3,1.7,46.0,79.1
GSW,PF,22.4,11.2,5.1,1.6,0.7,0.4,1.2,1.2,48.4,75.2
CLE,PF,22.4,11.1,4.8,1.8,0.7,0.5,1.3,1.1,49.3,75.8
BOS,C,22.4,9.9,6.7,1.5,0.4,0.5,1.3,0.6,54.3,69.5
HOU,PF,22.4,10.4,4.8,2.0,0.7,0.7,1.1,1.1,50.6,76.5
PHI,PG,22.3,11.2,2.8,3.8,0.8,0.3,1.5,1.2,43.6,83.0
CHI,C,22.3,9.9,5.7,1.8,0.5,0.8,1.3,0.6,56.5,68.6
HOU,C,22.3,9.2,5.9,1.8,0.6,1.0,1.3,0.4,55.5,73.1
MEM,C,22.2,9.0,6.0,2.0,0.6,0.8,1.4,0.5,52.6,70.6
PHX,PG,22.2,11.8,2.8,3.4,0.7,0.2,1.6,1.4,43.8,82.3
WAS,C,22.2,9.9,5.6,1.5,0.6,0.8,1.1,0.5,53.2,75.8
LAC,PF,22.1,10.6,5.0,1.9,0.7,0.5,1.2,1.0,49.0,75.1
LAL,PF,22.1,10.3,5.0,1.9,0.6,0.7,1.1,1.0,47.1,74.5
LAC,C,22.1,9.9,5.8,1.9,0.6,0.7,1.2,0.4,57.2,75.4
GSW,SF,22.0,11.4,3.7,2.4,0.8,0.3,1.2,1.4,45.8,76.5
IND,SF,21.9,11.2,4.1,2.2,0.8,0.4,1.3,1.2,46.3,82.0
CHA,SG,21.9,11.8,3.1,2.7,0.7,0.3,1.3,1.6,45.1,82.7
MEM,SG,21.8,11.6,3.2,2.7,0.7,0.3,1.4,1.6,43.3,78.6
MIL,C,21.8,9.3,5.8,1.7,0.6,0.7,1.1,0.6,49.3,70.3
ORL,C,21.8,9.7,5.7,1.5,0.6,0.8,1.1,0.5,57.0,71.3
NYK,SG,21.7,11.8,3.1,2.6,0.6,0.3,1.2,1.7,44.4,81.3
ORL,PF,21.7,10.4,4.7,1.9,0.6,0.6,1.2,1.1,48.5,77.7
SAC,PF,21.7,10.9,4.4,2.0,0.6,0.5,1.2,1.1,51.2,81.2
ATL,SG,21.7,11.6,3.3,2.7,0.7,0.2,1.4,1.6,43.2,82.2
DAL,SG,21.5,11.3,3.4,2.7,0.6,0.3,1.4,1.4,43.7,83.2
NOP,PF,21.5,10.4,4.6,1.8,0.6,0.6,1.2,1.1,50.3,80.1
NOP,C,21.5,9.3,5.6,1.7,0.5,0.8,1.2,0.5,58.9,72.6
SAS,PF,21.5,10.6,4.6,1.8,0.6,0.5,1.0,1.0,52.3,79.8
BOS,PF,21.5,11.2,4.6,1.7,0.5,0.4,1.3,1.1,48.1,80.2
POR,PF,21.4,10.8,4.4,1.9,0.6,0.5,1.1,1.0,51.0,76.5
POR,SG,21.4,11.6,3.0,2.5,0.8,0.2,1.3,1.7,44.5,80.6
UTA,SF,21.4,10.9,3.8,2.1,0.9,0.3,1.0,1.3,46.0,77.3
POR,C,21.4,9.7,5.4,1.7,0.5,0.7,1.1,0.5,57.2,68.8
UTA,PF,21.3,10.0,4.8,1.9,0.7,0.6,1.1,0.9,47.3,76.2
DAL,C,21.3,9.6,5.9,1.6,0.4,0.5,1.0,0.4,59.4,70.8
SAS,SG,21.3,11.5,2.8,2.6,0.9,0.3,1.2,1.5,46.7,80.6
OKC,SF,21.2,10.8,3.9,2.0,0.7,0.5,1.4,1.3,45.1,78.6
CLE,PG,21.2,10.7,2.6,3.6,0.8,0.2,1.6,1.3,43.1,81.0
LAL,SF,21.2,10.7,3.8,2.1,0.8,0.4,1.1,1.4,44.2,78.8
MIL,SG,21.1,11.3,3.4,2.4,0.8,0.2,1.2,1.4,42.7,81.3
BOS,SG,21.0,11.3,3.0,2.3,0.7,0.3,1.0,1.5,43.3,82.3
DAL,SF,20.9,10.9,4.0,1.9,0.6,0.4,1.2,1.3,48.0,82.5
MIA,PF,20.9,10.0,4.9,1.9,0.6,0.4,1.3,1.0,48.1,76.3
MIL,PF,20.9,10.0,4.7,1.7,0.6,0.5,1.2,1.1,45.8,78.3
BKN,SF,20.9,11.1,3.7,2.0,0.7,0.4,1.2,1.3,44.0,78.6
MIA,C,20.8,9.4,5.8,1.5,0.5,0.6,1.4,0.5,58.5,75.4
NOP,SG,20.8,11.5,2.7,2.4,0.7,0.3,1.4,1.8,43.1,80.4
PHX,PF,20.8,10.2,4.6,1.7,0.7,0.4,1.2,0.9,50.1,77.7
NOP,SF,20.8,10.6,3.6,2.1,0.8,0.4,1.2,1.4,45.3,79.5
CHI,SF,20.8,10.7,3.9,2.1,0.6,0.3,1.2,1.4,43.7,79.0
WAS,PF,20.7,10.0,4.5,1.8,0.6,0.5,1.0,1.0,46.2,79.5
BKN,C,20.7,9.2,6.0,1.4,0.5,0.5,1.1,0.5,52.2,66.3
PHI,PF,20.7,10.4,4.5,1.7,0.5,0.5,1.3,1.0,48.5,76.9
WAS,SF,20.7,11.1,3.6,2.0,0.6,0.4,1.0,1.3,45.3,84.8
NYK,SF,20.7,10.7,3.8,2.0,0.6,0.3,1.0,1.3,45.2,78.8
MEM,SF,20.7,10.8,3.7,2.2,0.7,0.4,1.4,1.3,44.5,81.3
DEN,SG,20.7,11.0,2.9,2.6,0.7,0.2,1.3,1.5,43.8,80.6
CHA,SF,20.6,11.0,3.8,1.9,0.5,0.4,1.3,1.3,45.8,82.6
MIN,SF,20.6,10.8,3.8,2.0,0.7,0.3,1.3,1.4,45.9,79.8
PHI,C,20.6,9.0,5.6,1.6,0.4,0.7,1.1,0.6,54.0,75.0
HOU,SF,20.6,10.5,3.4,2.0,0.9,0.4,1.1,1.5,45.7,82.6
BOS,SF,20.6,10.8,3.8,1.8,0.8,0.4,1.2,1.2,45.0,82.6
BKN,PF,20.5,9.8,4.9,1.6,0.6,0.4,1.3,0.9,46.6,77.6
PHI,SF,20.5,11.3,3.6,1.8,0.6,0.4,1.3,1.4,47.8,79.6
NYK,PF,20.5,10.1,4.3,1.9,0.4,0.6,1.0,1.2,45.9,80.3
TOR,SF,20.5,11.2,3.3,2.1,0.6,0.4,1.3,1.4,47.4,81.9
POR,SF,20.4,10.4,3.6,2.1,0.8,0.3,1.0,1.2,47.0,80.7
LAC,SG,20.4,10.8,2.9,2.5,0.7,0.3,1.2,1.6,43.1,79.4
MIL,SF,20.4,11.1,3.7,1.7,0.7,0.3,1.1,1.2,45.1,77.3
CLE,SF,20.4,11.0,3.4,1.9,0.8,0.3,1.2,1.3,46.6,78.9
DEN,PF,20.3,9.7,4.2,1.7,0.8,0.6,1.0,0.9,50.9,74.5
DEN,SF,20.2,10.3,3.5,2.1,0.9,0.3,1.1,1.2,46.2,76.7
SAS,SF,20.0,10.6,3.2,2.0,0.8,0.3,1.1,1.3,50.0,77.4
CLE,SG,20.0,10.9,2.8,2.4,0.7,0.2,1.6,1.5,42.8,83.4
DET,SF,19.7,10.7,3.3,1.8,0.7,0.4,1.2,1.2,46.7,81.7
PHX,SF,19.7,10.2,3.5,1.9,0.8,0.3,1.2,1.3,45.5,77.7
DEN,C,19.7,8.9,5.0,1.4,0.5,0.7,1.0,0.4,52.9,70.2
NYK,C,19.1,8.4,5.3,1.4,0.4,0.6,1.0,0.5,53.6,72.1
LAC,SF,18.8,9.8,3.5,1.7,0.7,0.3,1.0,1.3,46.5,76.1
