TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
CHA,PF,23.5,11.1,5.1,2.2,0.6,0.7,1.2,1.2,48.8,79.9
UTA,C,23.5,10.6,6.1,1.7,0.5,0.9,1.4,0.4,56.4,72.8
PHI,SG,23.5,12.5,3.2,2.9,0.8,0.4,1.5,1.7,45.8,82.8
MIA,PG,23.5,11.7,3.1,3.9,0.8,0.2,1.8,1.8,42.9,81.8
UTA,PG,23.4,12.3,3.0,3.4,0.8,0.3,1.6,1.5,45.4,80.7
HOU,SG,23.4,13.0,2.9,2.4,1.0,0.3,1.1,2.2,46.6,81.2
DAL,PG,23.4,12.4,2.9,3.7,0.8,0.2,1.5,1.3,45.0,85.0
DET,PF,23.1,11.2,5.4,1.7,0.6,0.7,1.3,1.1,52.6,79.0
TOR,C,23.1,10.4,6.6,1.5,0.3,0.8,1.5,0.6,56.9,73.6
WAS,SG,23.1,12.6,3.4,2.5,0.8,0.3,1.3,1.7,45.1,82.4
MEM,PF,23.0,11.2,4.8,2.1,0.6,0.7,1.3,1.2,45.5,81.9
IND,SG,23.0,11.9,3.4,2.9,0.9,0.3,1.5,1.7,44.1,85.5
SAC,SG,23.0,12.9,3.1,2.4,0.9,0.3,1.4,1.7,45.7,81.4
MIN,PF,22.9,11.4,4.8,1.9,0.8,0.5,1.3,1.3,47.0,77.0
DAL,PF,22.8,11.2,5.2,1.9,0.5,0.5,1.2,1.2,50.6,77.5
SAC,C,22.7,9.8,5.8,2.0,0.5,0.9,1.3,0.4,57.2,72.0
ORL,SG,22.7,11.6,3.1,3.0,0.9,0.4,1.6,1.8,41.2,79.4
CLE,PF,22.6,11.1,4.8,1.8,0.8,0.5,1.3,1.1,47.9,76.8
GSW,PF,22.6,11.4,5.1,1.6,0.7,0.5,1.3,1.2,47.8,76.3
CLE,C,22.6,9.4,6.3,1.6,0.7,0.7,1.2,0.6,52.5,76.9
ATL,SF,22.5,12.0,4.0,2.0,0.8,0.4,1.3,1.4,45.8,82.9
LAC,PF,22.5,10.6,5.1,1.9,0.8,0.5,1.1,1.1,48.2,75.3
PHI,PG,22.5,11.0,2.8,4.0,0.8,0.2,1.7,1.2,42.6,82.2
CHI,C,22.5,9.8,5.8,1.9,0.5,0.8,1.4,0.6,57.0,67.5
PHX,SG,22.4,12.4,3.1,2.6,0.8,0.3,1.5,1.6,43.3,83.1
IND,SF,22.4,11.3,4.3,2.2,0.8,0.4,1.4,1.3,45.8,83.7
TOR,PF,22.3,10.7,5.2,1.9,0.6,0.6,1.6,1.1,49.9,77.7
MEM,SG,22.3,11.9,3.3,2.7,0.8,0.3,1.3,1.6,44.1,80.7
LAL,PF,22.3,10.3,5.0,2.0,0.7,0.7,1.0,1.0,46.8,73.2
PHX,PG,22.3,12.0,2.7,3.4,0.7,0.2,1.5,1.5,43.9,82.5
OKC,SG,22.2,12.0,3.4,2.5,0.8,0.3,1.6,1.8,43.9,77.5
ORL,SF,22.2,11.6,3.8,2.1,0.8,0.5,1.3,1.6,46.3,79.3
SAC,PF,22.1,10.9,4.7,2.0,0.6,0.6,1.2,0.9,50.6,83.0
BOS,PF,22.1,11.7,4.7,1.7,0.5,0.5,1.3,1.1,48.8,82.7
ORL,PF,22.1,10.6,5.0,1.8,0.6,0.5,1.1,1.1,49.2,77.9
LAL,SG,22.0,11.9,3.2,2.5,0.7,0.3,1.1,1.7,43.3,81.9
PHX,PF,22.0,10.7,4.8,1.8,0.8,0.5,1.2,0.9,51.2,76.8
HOU,C,22.0,9.0,5.9,1.9,0.5,1.0,1.4,0.4,55.7,73.7
CHA,SG,22.0,11.8,2.9,2.9,0.7,0.3,1.4,1.6,44.7,83.6
OKC,SF,22.0,11.3,4.0,2.1,0.8,0.5,1.6,1.4,44.6,79.2
DET,SG,21.9,11.8,2.8,2.7,0.8,0.3,1.1,1.6,45.2,83.7
NYK,SG,21.8,11.9,3.2,2.6,0.5,0.3,1.3,1.8,44.7,81.2
MIN,C,21.8,9.0,5.6,2.0,0.7,0.8,1.4,0.6,51.3,66.1
WAS,PF,21.7,10.6,4.9,1.7,0.5,0.5,1.0,1.2,46.2,80.0
WAS,SF,21.7,11.9,3.7,2.0,0.6,0.4,1.0,1.5,46.2,86.0
POR,C,21.7,10.0,5.4,1.7,0.5,0.7,1.1,0.5,55.8,69.1
NOP,PF,21.6,10.6,4.6,1.7,0.6,0.7,1.1,1.2,49.4,81.6
TOR,SG,21.6,11.2,3.2,3.0,0.7,0.2,1.5,1.6,45.5,83.5
SAC,SF,21.6,11.8,3.7,1.9,0.8,0.4,1.3,1.2,48.0,77.7
CLE,PG,21.6,11.1,2.5,3.5,0.8,0.2,1.5,1.3,44.2,80.8
MEM,C,21.5,9.0,5.6,1.9,0.6,0.9,1.3,0.5,52.7,69.4
MIN,SF,21.5,11.3,3.8,2.1,0.7,0.3,1.2,1.6,46.9,80.9
BKN,PF,21.5,10.5,5.1,1.5,0.7,0.4,1.3,0.9,46.9,77.4
MIL,SG,21.4,11.5,3.4,2.4,0.7,0.1,1.2,1.5,43.2,82.6
LAC,C,21.4,9.6,5.5,1.8,0.5,0.7,1.1,0.4,57.1,77.6
MIL,C,21.4,8.8,5.8,1.7,0.6,0.7,1.0,0.6,49.1,71.9
GSW,SF,21.4,11.4,3.6,2.1,0.8,0.3,1.1,1.4,46.1,76.6
WAS,C,21.3,9.6,5.6,1.4,0.5,0.7,1.1,0.5,51.7,76.5
NOP,SF,21.3,11.0,3.6,2.1,0.8,0.4,1.3,1.4,45.6,78.1
POR,SG,21.3,11.5,3.0,2.4,0.9,0.3,1.4,1.6,43.4,79.3
PHI,PF,21.2,10.9,4.6,1.6,0.5,0.6,1.4,0.9,49.7,78.5
SAS,PF,21.2,10.6,4.5,1.8,0.6,0.5,1.1,1.0,52.9,80.0
MIA,PF,21.2,10.0,5.0,1.9,0.6,0.4,1.3,1.0,48.7,74.2
NOP,SG,21.2,11.8,2.7,2.5,0.7,0.3,1.5,1.8,43.7,79.2
SAS,SG,21.1,11.2,2.9,2.5,0.9,0.3,1.2,1.5,44.7,79.0
CLE,SF,21.0,11.3,3.3,2.0,0.9,0.4,1.3,1.5,47.0,79.3
DAL,SG,21.0,11.0,3.3,2.7,0.6,0.3,1.4,1.4,42.6,82.4
MIL,PF,21.0,10.2,4.7,1.7,0.7,0.5,1.2,1.0,46.8,81.1
CHI,SF,20.9,10.9,3.9,2.2,0.5,0.3,1.3,1.4,45.4,77.7
BKN,SF,20.9,11.1,3.7,2.0,0.7,0.4,1.2,1.4,43.5,79.5
CLE,SG,20.9,11.6,2.8,2.4,0.8,0.2,1.4,1.6,43.5,83.3
DEN,SG,20.9,11.2,2.8,2.6,0.8,0.3,1.4,1.6,44.2,79.6
PHI,C,20.8,8.6,6.0,1.5,0.5,0.8,1.1,0.5,53.9,74.9
ORL,C,20.8,9.2,5.5,1.4,0.6,0.7,0.9,0.4,57.4,69.3
MEM,SF,20.7,10.6,3.7,2.3,0.7,0.4,1.4,1.3,44.0,80.2
LAL,SF,20.7,10.5,3.8,1.9,0.8,0.4,1.0,1.3,44.6,78.3
ATL,SG,20.7,10.8,3.3,2.6,0.7,0.2,1.5,1.5,43.1,82.1
DAL,C,20.7,9.4,5.7,1.6,0.3,0.6,0.9,0.5,59.2,69.4
BOS,SG,20.7,11.2,3.0,2.3,0.7,0.3,1.1,1.5,43.4,81.0
NYK,SF,20.7,10.3,4.0,2.1,0.7,0.3,1.1,1.3,43.9,77.4
UTA,PF,20.7,9.8,4.5,1.8,0.7,0.6,1.1,0.9,48.2,78.7
POR,SF,20.6,10.4,3.6,2.1,0.9,0.3,1.1,1.2,45.9,78.0
DAL,SF,20.6,10.4,4.1,1.9,0.6,0.4,1.3,1.2,48.2,79.9
DEN,PF,20.6,9.8,4.2,1.7,0.8,0.6,1.0,1.0,51.6,73.1
CHA,SF,20.5,10.7,3.7,2.1,0.5,0.4,1.2,1.3,45.0,81.7
BOS,SF,20.5,10.8,3.7,1.8,0.8,0.4,1.2,1.2,45.5,81.9
HOU,SF,20.4,10.4,3.6,1.8,0.9,0.4,1.2,1.5,46.6,81.0
UTA,SF,20.4,10.6,3.5,1.9,0.9,0.3,1.0,1.3,46.1,77.2
TOR,SF,20.4,11.1,3.4,2.1,0.6,0.4,1.3,1.4,48.1,83.3
PHI,SF,20.3,11.0,3.6,1.8,0.5,0.4,1.3,1.3,46.9,81.1
BKN,C,20.3,9.0,5.8,1.3,0.5,0.6,1.1,0.5,50.7,63.9
MIL,SF,20.2,10.8,3.7,1.8,0.6,0.4,1.2,1.1,44.6,77.2
NOP,C,20.2,8.9,5.3,1.5,0.5,0.8,1.1,0.5,57.6,74.1
NYK,PF,20.0,9.8,4.3,1.7,0.4,0.6,1.1,1.1,47.7,78.5
SAS,SF,20.0,10.4,3.1,2.1,0.9,0.3,1.1,1.3,50.1,77.7
POR,PF,19.9,10.2,4.1,1.7,0.6,0.4,1.1,1.0,48.7,76.4
DEN,SF,19.8,10.0,3.3,2.1,0.8,0.4,1.0,1.2,46.0,74.1
BOS,C,19.8,8.5,6.0,1.6,0.3,0.5,1.2,0.5,55.5,70.5
LAC,SG,19.7,10.5,2.9,2.3,0.7,0.2,1.2,1.5,42.9,78.9
MIA,C,19.7,8.4,5.7,1.4,0.5,0.6,1.3,0.4,57.8,72.3
DEN,C,19.2,8.4,4.9,1.4,0.6,0.7,1.0,0.4,51.9,69.5
DET,SF,19.2,10.5,3.1,1.7,0.6,0.4,1.1,1.2,46.3,82.7
LAC,SF,19.0,9.9,3.6,1.7,0.7,0.3,1.0,1.2,47.3,75.1
PHX,SF,19.0,9.7,3.4,1.8,0.8,0.4,1.2,1.1,46.0,77.6
NYK,C,18.8,8.2,5.3,1.4,0.4,0.6,1.0,0.5,54.3,68.6
