Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
2023-03-28,7:00p,Boston Celtics,,Washington Wizards,,,,,Capital One Arena,
2023-03-28,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,
2023-03-28,7:30p,Miami Heat,,Toronto Raptors,,,,,Scotiabank Arena,
2023-03-28,8:00p,Orlando Magic,,Memphis Grizzlies,,,,,FedEx Forum,
2023-03-28,8:00p,Charlotte Hornets,,Oklahoma City Thunder,,,,,Paycom Center,
2023-03-28,10:00p,New Orleans Pelicans,,Golden State Warriors,,,,,Chase Center,
2023-03-29,7:00p,Milwaukee Bucks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-03-29,7:30p,Houston Rockets,,Brooklyn Nets,,,,,Barclays Center,
2023-03-29,7:30p,Miami Heat,,New York Knicks,,,,,Madison Square Garden (IV),
2023-03-29,7:30p,Dallas Mavericks,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-03-29,8:00p,Los Angeles Lakers,,Chicago Bulls,,,,,United Center,
2023-03-29,8:00p,Los Angeles Clippers,,Memphis Grizzlies,,,,,FedEx Forum,
2023-03-29,8:00p,Detroit Pistons,,Oklahoma City Thunder,,,,,Paycom Center,
2023-03-29,8:00p,Utah Jazz,,San Antonio Spurs,,,,,AT&T Center,
2023-03-29,10:00p,Minnesota Timberwolves,,Phoenix Suns,,,,,Footprint Center,
2023-03-29,10:00p,Sacramento Kings,,Portland Trail Blazers,,,,,Moda Center,
2023-03-30,7:30p,Boston Celtics,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-03-30,10:00p,New Orleans Pelicans,,Denver Nuggets,,,,,Ball Arena,
2023-03-31,7:00p,Chicago Bulls,,Charlotte Hornets,,,,,Spectrum Center,
2023-03-31,7:00p,Oklahoma City Thunder,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-03-31,7:00p,Toronto Raptors,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-03-31,7:00p,Orlando Magic,,Washington Wizards,,,,,Capital One Arena,
2023-03-31,7:30p,Utah Jazz,,Boston Celtics,,,,,TD Garden,
2023-03-31,7:30p,Atlanta Hawks,,Brooklyn Nets,,,,,Barclays Center,
2023-03-31,7:30p,New York Knicks,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-03-31,8:00p,Detroit Pistons,,Houston Rockets,,,,,Toyota Center,
2023-03-31,8:00p,Los Angeles Clippers,,Memphis Grizzlies,,,,,FedEx Forum,
2023-03-31,8:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,,,Target Center,
2023-03-31,10:00p,San Antonio Spurs,,Golden State Warriors,,,,,Chase Center,
2023-03-31,10:00p,Sacramento Kings,,Portland Trail Blazers,,,,,Moda Center,
2023-03-31,10:30p,Denver Nuggets,,Phoenix Suns,,,,,Footprint Center,
2023-04-01,7:30p,Dallas Mavericks,,Miami Heat,,,,,FTX Arena,
2023-04-01,8:30p,Los Angeles Clippers,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-04-02,1:00p,Toronto Raptors,,Charlotte Hornets,,,,,Spectrum Center,
2023-04-02,3:30p,Utah Jazz,,Brooklyn Nets,,,,,Barclays Center,
2023-04-02,3:30p,Memphis Grizzlies,,Chicago Bulls,,,,,United Center,
2023-04-02,3:30p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,Target Center,
2023-04-02,6:00p,Dallas Mavericks,,Atlanta Hawks,,,,,State Farm Arena,
2023-04-02,6:00p,San Antonio Spurs,,Sacramento Kings,,,,,Golden 1 Center,
2023-04-02,6:00p,Detroit Pistons,,Orlando Magic,,,,,Amway Center,
2023-04-02,6:00p,Washington Wizards,,New York Knicks,,,,,Madison Square Garden (IV),
2023-04-02,7:00p,Los Angeles Lakers,,Houston Rockets,,,,,Toyota Center,
2023-04-02,7:00p,Phoenix Suns,,Oklahoma City Thunder,,,,,Paycom Center,
2023-04-02,8:00p,Philadelphia 76ers,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-04-02,8:00p,Indiana Pacers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-04-02,8:30p,Golden State Warriors,,Denver Nuggets,,,,,Ball Arena,
2023-04-04,7:00p,Toronto Raptors,,Charlotte Hornets,,,,,Spectrum Center,
2023-04-04,7:00p,Milwaukee Bucks,,Washington Wizards,,,,,Capital One Arena,
2023-04-04,7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,Amway Center,
2023-04-04,7:00p,Miami Heat,,Detroit Pistons,,,,,Little Caesars Arena,
2023-04-04,7:30p,Minnesota Timberwolves,,Brooklyn Nets,,,,,Barclays Center,
2023-04-04,8:00p,Denver Nuggets,,Houston Rockets,,,,,Toyota Center,
2023-04-04,8:00p,Portland Trail Blazers,,Memphis Grizzlies,,,,,FedEx Forum,
2023-04-04,8:00p,Sacramento Kings,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-04-04,8:00p,Boston Celtics,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-04-04,8:00p,Atlanta Hawks,,Chicago Bulls,,,,,United Center,
2023-04-04,9:00p,Los Angeles Lakers,,Utah Jazz,,,,,Vivint Arena,
2023-04-04,10:00p,Oklahoma City Thunder,,Golden State Warriors,,,,,Chase Center,
2023-04-04,10:00p,San Antonio Spurs,,Phoenix Suns,,,,,Footprint Center,
2023-04-05,7:00p,Brooklyn Nets,,Detroit Pistons,,,,,Little Caesars Arena,
2023-04-05,7:00p,New York Knicks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-04-05,7:30p,Washington Wizards,,Atlanta Hawks,,,,,State Farm Arena,
2023-04-05,7:30p,Toronto Raptors,,Boston Celtics,,,,,TD Garden,
2023-04-05,7:30p,Chicago Bulls,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-04-05,8:00p,Memphis Grizzlies,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-04-05,8:30p,Sacramento Kings,,Dallas Mavericks,,,,,American Airlines Center,
2023-04-05,10:00p,Los Angeles Lakers,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-04-06,7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,Amway Center,
2023-04-06,7:30p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-04-06,8:00p,Portland Trail Blazers,,San Antonio Spurs,,,,,Moody Center,
2023-04-06,9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Vivint Arena,
2023-04-06,10:00p,Denver Nuggets,,Phoenix Suns,,,,,Footprint Center,
2023-04-07,7:00p,Houston Rockets,,Charlotte Hornets,,,,,Spectrum Center,
2023-04-07,7:00p,Miami Heat,,Washington Wizards,,,,,Capital One Arena,
2023-04-07,7:00p,Detroit Pistons,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-04-07,7:30p,Orlando Magic,,Brooklyn Nets,,,,,Barclays Center,
2023-04-07,7:30p,Toronto Raptors,,Boston Celtics,,,,,TD Garden,
2023-04-07,7:30p,Philadelphia 76ers,,Atlanta Hawks,,,,,State Farm Arena,
2023-04-07,8:00p,Memphis Grizzlies,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-04-07,8:00p,New York Knicks,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-04-07,8:30p,Chicago Bulls,,Dallas Mavericks,,,,,American Airlines Center,
2023-04-07,10:00p,Golden State Warriors,,Sacramento Kings,,,,,Golden 1 Center,
2023-04-07,10:30p,Phoenix Suns,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-04-08,3:30p,Denver Nuggets,,Utah Jazz,,,,,Vivint Arena,
2023-04-08,4:00p,Portland Trail Blazers,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-04-08,4:00p,Minnesota Timberwolves,,San Antonio Spurs,,,,,Moody Center,
2023-04-09,1:00p,Atlanta Hawks,,Boston Celtics,,,,,TD Garden,
2023-04-09,1:00p,Philadelphia 76ers,,Brooklyn Nets,,,,,Barclays Center,
2023-04-09,1:00p,Detroit Pistons,,Chicago Bulls,,,,,United Center,
2023-04-09,1:00p,Charlotte Hornets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-04-09,1:00p,Orlando Magic,,Miami Heat,,,,,FTX Arena,
2023-04-09,1:00p,Indiana Pacers,,New York Knicks,,,,,Madison Square Garden (IV),
2023-04-09,1:00p,Milwaukee Bucks,,Toronto Raptors,,,,,Scotiabank Arena,
2023-04-09,1:00p,Houston Rockets,,Washington Wizards,,,,,Capital One Arena,
2023-04-09,3:30p,San Antonio Spurs,,Dallas Mavericks,,,,,American Airlines Center,
2023-04-09,3:30p,Sacramento Kings,,Denver Nuggets,,,,,Ball Arena,
2023-04-09,3:30p,Utah Jazz,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-04-09,3:30p,New Orleans Pelicans,,Minnesota Timberwolves,,,,,Target Center,
2023-04-09,3:30p,Memphis Grizzlies,,Oklahoma City Thunder,,,,,Paycom Center,
2023-04-09,3:30p,Los Angeles Clippers,,Phoenix Suns,,,,,Footprint Center,
2023-04-09,3:30p,Golden State Warriors,,Portland Trail Blazers,,,,,Moda Center,
